,ligand,MBAR,MBAR_sem,MBAR_uncertainty_propagation,MBAR_num_replicas,TI,TI_sem,TI_uncertainty_propagation,TI_num_replicas
0,lig_ejm_31,-9.114233636964519,0.3269716153574163,0.0911388548345218,3,-8.865165920955443,0.2526592602303982,0.09300996496816932,3
1,lig_ejm_42,-10.620398813364858,0.31321205691064974,0.09336449690591417,3,-10.321808173806872,0.3755314416824398,0.09459822920379914,3
2,lig_ejm_43,-10.502926809826631,1.482033453343347,0.09023650738788226,3,-10.281985617325569,1.4233010330705653,0.09241647162313649,3
3,lig_ejm_45,-11.932074087818835,0.07662375992126953,0.09709149355803534,3,-11.771163357444683,0.14393848490864647,0.09918789962304468,3
4,lig_ejm_46,-13.254717485310927,0.7749342547427418,0.09185015440833497,3,-13.048921884163336,0.8030008905115682,0.09323379913645939,3
5,lig_ejm_47,-11.596174472657959,1.3480966238309482,0.09494405831148882,3,-11.361982431938982,1.3009072807830118,0.09662887096688155,3
6,lig_ejm_48,-12.312678355186085,0.6768579000403322,0.09291299463922044,3,-11.974962158439856,0.6659919742279349,0.09433990234452426,3
7,lig_ejm_50,-12.290517584319714,0.34188701696703233,0.09146100488050679,3,-12.072474560585343,0.3853968865894803,0.09302566333020902,3
8,lig_ejm_54,-13.60289149488887,0.5266632841965946,0.09811589711164666,3,-13.140446410994391,0.5263788181449801,0.10098193505886166,3
9,lig_ejm_55,-12.039963172261935,0.8579489854403742,0.09193252960756415,3,-11.779379436873944,0.8159392680416334,0.0941240871173421,3
10,lig_jmc_23,-12.745144791011844,0.5166607554538976,0.09379621457901376,3,-12.605152433014828,0.5265784037335399,0.09492424927094416,3
11,lig_jmc_27,-12.784466268437862,1.0737322981657824,0.09376582229571684,3,-12.528118846401844,1.0432433489840849,0.09594726508658308,3
12,lig_jmc_28,-11.414883621291075,0.3107062517983846,0.09640203216075319,3,-11.155045163370028,0.3126319713321223,0.0991481160272054,3
