name,replica,sample,dg_c2_pb,dg_c2_gb,dg_ie_pb,dg_ie_gb,dg_qh_pb,dg_qh_gb,dg_en_pb,dg_en_gb,c2_pb,c2_gb,ie_pb,ie_gb,qh,gb_energy_complex_bond,gb_energy_complex_angle,gb_energy_complex_dihed,gb_energy_complex_vdwaals,gb_energy_complex_eel,gb_energy_complex_14vdw,gb_energy_complex_14eel,gb_energy_complex_egb,gb_energy_complex_esurf,gb_energy_complex_ggas,gb_energy_complex_gsolv,gb_energy_complex_total,gb_energy_receptor_bond,gb_energy_receptor_angle,gb_energy_receptor_dihed,gb_energy_receptor_vdwaals,gb_energy_receptor_eel,gb_energy_receptor_14vdw,gb_energy_receptor_14eel,gb_energy_receptor_egb,gb_energy_receptor_esurf,gb_energy_receptor_ggas,gb_energy_receptor_gsolv,gb_energy_receptor_total,gb_energy_ligand_bond,gb_energy_ligand_angle,gb_energy_ligand_dihed,gb_energy_ligand_vdwaals,gb_energy_ligand_eel,gb_energy_ligand_14vdw,gb_energy_ligand_14eel,gb_energy_ligand_egb,gb_energy_ligand_esurf,gb_energy_ligand_ggas,gb_energy_ligand_gsolv,gb_energy_ligand_total,gb_energy_delta_bond,gb_energy_delta_angle,gb_energy_delta_dihed,gb_energy_delta_vdwaals,gb_energy_delta_eel,gb_energy_delta_14vdw,gb_energy_delta_14eel,gb_energy_delta_egb,gb_energy_delta_esurf,gb_energy_delta_ggas,gb_energy_delta_gsolv,gb_energy_delta_total,pb_energy_complex_bond,pb_energy_complex_angle,pb_energy_complex_dihed,pb_energy_complex_vdwaals,pb_energy_complex_eel,pb_energy_complex_14vdw,pb_energy_complex_14eel,pb_energy_complex_epb,pb_energy_complex_enpolar,pb_energy_complex_edisper,pb_energy_complex_ggas,pb_energy_complex_gsolv,pb_energy_complex_total,pb_energy_receptor_bond,pb_energy_receptor_angle,pb_energy_receptor_dihed,pb_energy_receptor_vdwaals,pb_energy_receptor_eel,pb_energy_receptor_14vdw,pb_energy_receptor_14eel,pb_energy_receptor_epb,pb_energy_receptor_enpolar,pb_energy_receptor_edisper,pb_energy_receptor_ggas,pb_energy_receptor_gsolv,pb_energy_receptor_total,pb_energy_ligand_bond,pb_energy_ligand_angle,pb_energy_ligand_dihed,pb_energy_ligand_vdwaals,pb_energy_ligand_eel,pb_energy_ligand_14vdw,pb_energy_ligand_14eel,pb_energy_ligand_epb,pb_energy_ligand_enpolar,pb_energy_ligand_edisper,pb_energy_ligand_ggas,pb_energy_ligand_gsolv,pb_energy_ligand_total,pb_energy_delta_bond,pb_energy_delta_angle,pb_energy_delta_dihed,pb_energy_delta_vdwaals,pb_energy_delta_eel,pb_energy_delta_14vdw,pb_energy_delta_14eel,pb_energy_delta_epb,pb_energy_delta_enpolar,pb_energy_delta_edisper,pb_energy_delta_ggas,pb_energy_delta_gsolv,pb_energy_delta_total
ligand-14,1,1,-4.393838095238209,-15.498684860952544,-37.05266309523821,-48.157509860952544,,,-41.78453809523821,-52.88938486095255,37.3907,37.3907,4.7318750000000005,4.7318750000000005,,1632.6437523809525,1916.8029619047616,1637.1356380952382,-1295.9822190476189,-12242.27492857143,690.0402571428571,7899.370538095238,-1696.2548857142856,45.71482998857144,237.7359999999998,-1650.5400557257142,-1412.8040557257143,1589.7283523809524,1866.341976190476,1608.8533523809522,-1240.0365333333334,-12083.71895238095,670.4903809523809,7880.325133333335,-1718.9392523809524,47.72523994285714,291.98370952380947,-1671.214012438095,-1379.2303029142856,42.9154,50.46098571428572,28.28227619047619,-5.127042857142857,-106.5323761904762,19.549890476190477,19.045414285714287,-33.89258095238095,4.613679668571429,48.59454761904762,-29.278901283809525,19.315646335238096,4.060244204343429e-15,-2.7406648379318154e-14,9.523809518204493e-06,-50.818642857142855,-52.02360000000014,-1.4285714300061025e-05,-9.523809714872571e-06,56.57694761904759,-6.624089622857142,-102.842242857143,49.95285799619046,-52.88938486095255,1632.6437523809525,1916.8029619047616,1637.1356380952382,-1295.9822190476189,-12242.27492857143,690.0402571428571,7899.370538095238,-1724.789038095238,38.37755238095238,0.0,237.7359999999998,-1686.411485714286,-1448.675485714286,1589.7283523809524,1866.341976190476,1608.8533523809522,-1240.0365333333334,-12083.71895238095,670.4903809523809,7880.325133333335,-1752.5720523809523,39.16133333333333,0.0,291.98370952380947,-1713.4107190476188,-1421.4270095238098,42.9154,50.46098571428572,28.28227619047619,-5.127042857142857,-106.5323761904762,19.549890476190477,19.045414285714287,-38.08285714285714,4.024385714285715,0.0,48.59454761904762,-34.05847142857143,14.53607619047619,4.060244204343429e-15,-2.7406648379318154e-14,9.523809518204493e-06,-50.818642857142855,-52.02360000000014,-1.4285714300061025e-05,-9.523809714872571e-06,65.86587142857145,-4.808166666666667,0.0,-102.842242857143,61.05770476190479,-41.78453809523821
ligand-14,1,2,0.2069714285714425,-10.67985166095233,-32.97755357142856,-43.86437666095233,,,-39.20192857142856,-50.08875166095233,39.4089,39.4089,6.224375,6.224375,,1645.5786714285714,1923.7076285714288,1637.1703380952383,-1297.7724000000003,-12238.52309047619,686.5595714285714,7884.52411904762,-1686.3185714285712,45.53801242285715,241.2448380952384,-1640.7805590057146,-1399.535720910476,1602.0035285714284,1876.991019047619,1607.4652190476197,-1243.2530714285715,-12083.688852380954,666.8246523809524,7865.145561904763,-1706.054161904762,47.42491837714287,291.4880571428573,-1658.6292435276189,-1367.1411863847618,43.575138095238096,46.71660952380952,29.70512857142857,-5.898233333333334,-107.03577619047618,19.73493333333333,19.37855714285714,-33.08922857142858,4.607107611428571,46.17635714285714,-28.48212096,17.694236182857146,4.76190477119839e-06,-9.473903143468002e-15,-9.523809507715528e-06,-48.62109523809527,-47.79846190476184,-1.4285714294985718e-05,5.4982473600483945e-15,52.82481904761904,-6.494013565714285,-96.4195571428571,46.33080548190476,-50.08875166095233,1645.5786714285714,1923.7076285714288,1637.1703380952383,-1297.7724000000003,-12238.52309047619,686.5595714285714,7884.52411904762,-1720.1782285714285,38.36059047619048,0.0,241.2448380952384,-1681.8176380952382,-1440.5727999999997,1602.0035285714284,1876.991019047619,1607.4652190476197,-1243.2530714285715,-12083.688852380954,666.8246523809524,7865.145561904763,-1744.613319047619,39.069028571428575,0.0,291.4880571428573,-1705.5442904761908,-1414.0562333333332,43.575138095238096,46.71660952380952,29.70512857142857,-5.898233333333334,-107.03577619047618,19.73493333333333,19.37855714285714,-37.51025714285715,4.019280952380952,0.0,46.17635714285714,-33.49097619047619,12.685380952380951,4.76190477119839e-06,-9.473903143468002e-15,-9.523809507715528e-06,-48.62109523809527,-47.79846190476184,-1.4285714294985718e-05,5.4982473600483945e-15,61.94534761904757,-4.727719047619048,0.0,-96.4195571428571,57.21762857142853,-39.20192857142856
ligand-14,1,3,17.047085714285508,6.254517062856969,-26.01623928571449,-36.80880793714303,,,-40.61561428571449,-51.40818293714303,57.6627,57.6627,14.599375,14.599375,,1638.6366952380956,1919.431380952381,1639.4934285714282,-1291.2436095238093,-12225.849385714286,687.4946952380951,7889.532609523811,-1720.5249666666666,45.73982924571427,257.4958142857143,-1674.7851374209522,-1417.2893231352382,1596.9798190476188,1869.8459047619049,1609.4043333333334,-1237.7038761904762,-12065.403947619046,667.4990619047619,7870.637066666667,-1742.6969285714288,47.48581062857143,311.25836190476195,-1695.211117942857,-1383.9527560380957,41.65687142857143,49.5854619047619,30.089080952380957,-5.635085714285713,-109.7269,19.9956380952381,18.895542857142857,-31.39386666666668,4.60484441142857,44.86060952380953,-26.78902225523809,18.071587268571434,4.761904739900674e-06,1.4285714278406388e-05,1.4285714257259284e-05,-47.90464761904762,-50.71853809523825,-4.761904753942352e-06,-2.4657524699293957e-14,53.56582857142858,-6.350825794285715,-98.6231857142859,47.215002777142864,-51.40818293714303,1638.6366952380956,1919.431380952381,1639.4934285714282,-1291.2436095238093,-12225.849385714286,687.4946952380951,7889.532609523811,-1752.6909142857146,38.45074761904761,0.0,257.4958142857143,-1714.2401666666667,-1456.7443523809527,1596.9798190476188,1869.8459047619049,1609.4043333333334,-1237.7038761904762,-12065.403947619046,667.4990619047619,7870.637066666667,-1779.6762619047624,39.01419523809524,0.0,311.25836190476195,-1740.6620666666663,-1429.4037047619047,41.65687142857143,49.5854619047619,30.089080952380957,-5.635085714285713,-109.7269,19.9956380952381,18.895542857142857,-35.61065238095239,4.024980952380953,0.0,44.86060952380953,-31.585671428571427,13.2749380952381,4.761904739900674e-06,1.4285714278406388e-05,1.4285714257259284e-05,-47.90464761904762,-50.71853809523825,-4.761904753942352e-06,-2.4657524699293957e-14,62.59599999999997,-4.588428571428572,0.0,-98.6231857142859,58.0075714285714,-40.61561428571449
ligand-14,1,4,-19.318442857143065,-31.428476598095436,-33.013092857143064,-45.12312659809543,,,-38.489342857143065,-50.59937659809543,19.1709,19.1709,5.47625,5.47625,,1634.1693523809524,1913.9913904761904,1647.1251,-1300.199976190476,-12203.272238095236,687.7512523809523,7873.533471428573,-1711.0896000000005,45.435765325714286,253.0983523809521,-1665.6538346742852,-1412.5554822933334,1593.3325047619048,1862.649171428572,1617.5263285714286,-1247.6894095238097,-12046.398038095236,667.5894857142857,7855.5022190476175,-1730.459095238095,47.139588891428566,302.512261904762,-1683.319506346667,-1380.8072444419045,40.83685238095238,51.342223809523794,29.59877619047619,-5.283371428571429,-108.83636666666663,20.161761904761903,18.031247619047623,-31.588480952380948,4.588500651428571,45.851123809523806,-26.999980300952384,18.851143508571425,-4.761904755803298e-06,-4.761904773228512e-06,-4.761904739223967e-06,-47.22719523809525,-48.03783333333354,4.761904752081407e-06,4.761904788539016e-06,50.9579761904762,-6.292324217142856,-95.2650285714288,44.66565197333336,-50.59937659809543,1634.1693523809524,1913.9913904761904,1647.1251,-1300.199976190476,-12203.272238095236,687.7512523809523,7873.533471428573,-1739.0326809523813,38.174490476190485,0.0,253.0983523809521,-1700.8581904761904,-1447.7598380952384,1593.3325047619048,1862.649171428572,1617.5263285714286,-1247.6894095238097,-12046.398038095236,667.5894857142857,7855.5022190476175,-1764.6488714285713,38.73515238095238,0.0,302.512261904762,-1725.913719047619,-1423.4014571428572,40.83685238095238,51.342223809523794,29.59877619047619,-5.283371428571429,-108.83636666666663,20.161761904761903,18.031247619047623,-35.72980476190476,4.00964761904762,0.0,45.851123809523806,-31.720157142857147,14.130966666666662,-4.761904755803298e-06,-4.761904773228512e-06,-4.761904739223967e-06,-47.22719523809525,-48.03783333333354,4.761904752081407e-06,4.761904788539016e-06,61.345995238095234,-4.570309523809523,0.0,-95.2650285714288,56.77568571428572,-38.489342857143065
ligand-14,1,5,12.832580952380894,-2.780209222857188,-26.935869047619104,-42.54865922285718,,,-40.884619047619104,-56.49740922285719,53.7172,53.7172,13.94875,13.94875,,1640.9894619047616,1906.5150904761904,1655.528914285714,-1308.9204285714286,-12260.854661904765,682.023319047619,7914.350171428571,-1702.991723809524,45.1739184,229.631866666667,-1657.817805409524,-1428.185938742857,1599.5574666666666,1855.9359238095235,1625.206419047619,-1251.7731714285717,-12098.685590476189,661.9882714285715,7893.8289523809535,-1724.329019047619,47.05706173714285,286.0582714285714,-1677.2719573104762,-1391.213685881905,41.43200476190477,50.57917142857142,30.32249523809524,-6.129380952380953,-108.55762380952378,20.03505238095238,20.521247619047617,-33.23665714285715,4.558894457142857,48.20296666666667,-28.677762685714285,19.525203980952387,-9.523809539013244e-06,-4.761904766123085e-06,2.8760063114099294e-15,-51.01787619047617,-53.61144761904768,-4.7619047514047e-06,-2.8571428657219232e-05,54.57395238095239,-6.4420377942857145,-104.62932380952384,48.13191458666667,-56.49740922285719,1640.9894619047616,1906.5150904761904,1655.528914285714,-1308.9204285714286,-12260.854661904765,682.023319047619,7914.350171428571,-1734.3793095238095,38.28073333333334,0.0,229.631866666667,-1696.098576190476,-1466.4667095238092,1599.5574666666666,1855.9359238095235,1625.206419047619,-1251.7731714285717,-12098.685590476189,661.9882714285715,7893.8289523809535,-1765.5024285714285,38.98489047619047,0.0,286.0582714285714,-1726.5175380952385,-1440.4592666666667,41.43200476190477,50.57917142857142,30.32249523809524,-6.129380952380953,-108.55762380952378,20.03505238095238,20.521247619047617,-37.32079523809524,3.995052380952381,0.0,48.20296666666667,-33.32574285714285,14.877223809523812,-9.523809539013244e-06,-4.761904766123085e-06,2.8760063114099294e-15,-51.01787619047617,-53.61144761904768,-4.7619047514047e-06,-2.8571428657219232e-05,68.44391428571426,-4.699209523809524,0.0,-104.62932380952384,63.74470476190475,-40.884619047619104
ligand-14,1,6,-14.495323809523764,-29.575692087618982,-33.304948809523765,-48.385317087618986,,,-40.094323809523765,-55.174692087618986,25.599,25.599,6.789375,6.789375,,1634.246080952381,1908.2159285714283,1638.024642857143,-1311.351761904762,-12168.310047619048,687.6558904761905,7876.149190476191,-1741.1335809523812,45.22817166857143,264.62992380952414,-1695.9054092838091,-1431.2754854742852,1592.7816714285716,1856.8317238095235,1608.323580952381,-1253.3436095238098,-12011.80686190476,667.254919047619,7856.391742857144,-1760.0984142857142,47.07846034285714,316.43316666666647,-1713.019953942857,-1396.5867872761908,41.464400000000005,51.38420476190477,29.701061904761907,-5.292542857142857,-108.72074285714288,20.40097142857143,19.757438095238093,-32.74887142857142,4.540055794285714,48.69479047619048,-28.20881563428572,20.485974841904767,9.523809492658789e-06,-5.075305255429287e-15,6.090366306515144e-15,-52.71560952380957,-47.78244285714276,-6.767073673905716e-15,9.5238096028775e-06,51.71370476190474,-6.3903444685714295,-100.49805238095232,45.32336029333333,-55.174692087618986,1634.246080952381,1908.2159285714283,1638.024642857143,-1311.351761904762,-12168.310047619048,687.6558904761905,7876.149190476191,-1765.284652380952,38.050538095238096,0.0,264.62992380952414,-1727.2341142857144,-1462.6041904761903,1592.7816714285716,1856.8317238095235,1608.323580952381,-1253.3436095238098,-12011.80686190476,667.254919047619,7856.391742857144,-1793.7107428571426,38.74505714285714,0.0,316.43316666666647,-1754.965685714286,-1438.5325190476192,41.464400000000005,51.38420476190477,29.701061904761907,-5.292542857142857,-108.72074285714288,20.40097142857143,19.757438095238093,-36.656014285714285,3.983857142857144,0.0,48.69479047619048,-32.67215714285715,16.022633333333335,9.523809492658789e-06,-5.075305255429287e-15,6.090366306515144e-15,-52.71560952380957,-47.78244285714276,-6.767073673905716e-15,9.5238096028775e-06,65.08210476190476,-4.678376190476191,0.0,-100.49805238095232,60.40372857142856,-40.094323809523765
ligand-14,1,7,-23.199699999999797,-34.368786540952165,-36.4182749999998,-47.587361540952166,,,-40.9413999999998,-52.11048654095217,17.7417,17.7417,4.523125,4.523125,,1644.2969476190476,1912.205647619048,1642.3636380952382,-1304.873538095238,-12231.80635238095,690.2906857142857,7902.464857142858,-1721.3476714285712,45.25955266285714,254.9418857142859,-1676.0881187657142,-1421.1462330514285,1601.0610285714288,1864.407438095238,1613.2222476190475,-1249.331280952381,-12074.000866666667,670.7951333333334,7882.313957142858,-1742.5083380952378,47.28086478857144,308.467657142857,-1695.2274733066668,-1386.7598161638095,43.23591904761905,47.79821904761905,29.141409523809525,-5.609509523809523,-108.8976238095238,19.495557142857137,20.1509,-32.20661904761904,4.615850605714286,45.31487142857143,-27.590768441904764,17.724102986666672,-6.090366306515144e-15,-9.523809498072447e-06,-1.904761904774383e-05,-49.93274761904763,-48.90786190476171,-4.76190473905479e-06,-1.5818034712754612e-14,53.36728571428572,-6.637162731428571,-98.84060952380936,46.730122982857154,-52.11048654095217,1644.2969476190476,1912.205647619048,1642.3636380952382,-1304.873538095238,-12231.80635238095,690.2906857142857,7902.464857142858,-1750.304280952381,38.220666666666666,0.0,254.9418857142859,-1712.0836142857145,-1457.1417285714283,1601.0610285714288,1864.407438095238,1613.2222476190475,-1249.331280952381,-12074.000866666667,670.7951333333334,7882.313957142858,-1776.4278571428572,39.00011428571429,0.0,308.467657142857,-1737.427742857143,-1428.960085714286,43.23591904761905,47.79821904761905,29.141409523809525,-5.609509523809523,-108.8976238095238,19.495557142857137,20.1509,-36.59071428571429,4.035633333333333,0.0,45.31487142857143,-32.55508095238095,12.75979047619048,-6.090366306515144e-15,-9.523809498072447e-06,-1.904761904774383e-05,-49.93274761904763,-48.90786190476171,-4.76190473905479e-06,-1.5818034712754612e-14,62.71429047619048,-4.815080952380951,0.0,-98.84060952380936,57.89920952380955,-40.9413999999998
ligand-14,1,8,-3.2986666666664632,-16.406942777142596,-25.85254166666647,-38.9608177771426,,,-35.918166666666465,-49.0264427771426,32.6195,32.6195,10.065625,10.065625,,1657.0150666666668,1916.7638857142856,1641.3011952380953,-1299.6876333333337,-12219.7743,686.6164380952381,7897.518814285715,-1722.598804761905,46.05592248,279.7534666666668,-1676.542882281905,-1396.789415615238,1613.3929809523809,1867.582023809524,1612.2718476190475,-1248.092795238095,-12064.846166666664,667.0249476190477,7877.435523809524,-1740.1884476190476,47.68010341714286,324.7683619047616,-1692.5083442019047,-1367.7399822971431,43.62209047619048,49.18186666666666,29.029361904761902,-5.747014285714285,-107.14848571428573,19.5914761904762,20.083285714285715,-33.23354285714286,4.597976125714286,48.61258095238095,-28.63556673142857,19.977014220952384,-4.761904766799792e-06,-4.761904753603999e-06,-1.4285714247277848e-05,-45.84782380952376,-47.779647619047424,1.4285714289741236e-05,4.761904848343031e-06,50.82318571428573,-6.222157062857143,-93.62747142857118,44.60102865142859,-49.0264427771426,1657.0150666666668,1916.7638857142856,1641.3011952380953,-1299.6876333333337,-12219.7743,686.6164380952381,7897.518814285715,-1755.9629190476185,38.360466666666674,0.0,279.7534666666668,-1717.6024523809524,-1437.8489857142856,1613.3929809523809,1867.582023809524,1612.2718476190475,-1248.092795238095,-12064.846166666664,667.0249476190477,7877.435523809524,-1780.6189523809524,38.99512857142857,0.0,324.7683619047616,-1741.623823809524,-1416.855461904762,43.62209047619048,49.18186666666666,29.029361904761902,-5.747014285714285,-107.14848571428573,19.5914761904762,20.083285714285715,-37.7107,4.022766666666666,0.0,48.61258095238095,-33.68793333333333,14.92464761904762,-4.761904766799792e-06,-4.761904753603999e-06,-1.4285714247277848e-05,-45.84782380952376,-47.779647619047424,1.4285714289741236e-05,4.761904848343031e-06,62.3667333333333,-4.657428571428571,0.0,-93.62747142857118,57.709304761904725,-35.918166666666465
ligand-14,1,9,15.589814285714432,1.9259090438096609,-25.518660714285566,-39.18256595619034,,,-35.22928571428557,-48.89319095619034,50.8191,50.8191,9.710625,9.710625,,1661.2934809523808,1922.6047047619045,1638.2768571428571,-1293.0708095238094,-12252.293157142858,689.4594285714286,7901.997680952381,-1705.548661904762,45.61296318857143,268.26818571428566,-1659.9356987161902,-1391.6675130019048,1618.4238,1872.8667761904765,1609.7018857142857,-1240.8753095238094,-12099.15275714286,669.9987761904762,7883.577,-1723.3084190476188,47.24445267428572,314.54017142857145,-1676.0639663733336,-1361.523794944762,42.86968571428572,49.73794761904761,28.574980952380955,-5.794219047619048,-106.0254285714286,19.460657142857144,18.420671428571424,-33.10274761904762,4.607953851428571,47.24429523809524,-28.494793767619047,18.74950147047619,-4.761904780333939e-06,-1.904761908174838e-05,-9.523809546795378e-06,-46.40128095238096,-47.11497142857132,-4.761904770352506e-06,9.523809718256107e-06,50.86250476190478,-6.239443337142856,-93.51625238095228,44.62306142476192,-48.89319095619034,1661.2934809523808,1922.6047047619045,1638.2768571428571,-1293.0708095238094,-12252.293157142858,689.4594285714286,7901.997680952381,-1739.1192428571424,37.95809047619047,0.0,268.26818571428566,-1701.161152380952,-1432.8929666666668,1618.4238,1872.8667761904765,1609.7018857142857,-1240.8753095238094,-12099.15275714286,669.9987761904762,7883.577,-1764.5151999999998,38.62619047619047,0.0,314.54017142857145,-1725.8890095238098,-1411.348838095238,42.86968571428572,49.73794761904761,28.574980952380955,-5.794219047619048,-106.0254285714286,19.460657142857144,18.420671428571424,-37.58802380952381,4.028914285714286,0.0,47.24429523809524,-33.55910952380952,13.685185714285714,-4.761904780333939e-06,-1.904761908174838e-05,-9.523809546795378e-06,-46.40128095238096,-47.11497142857132,-4.761904770352506e-06,9.523809718256107e-06,62.98398095238099,-4.697014285714286,0.0,-93.51625238095228,58.2869666666667,-35.22928571428557
ligand-14,1,10,25.399242857142557,8.373998495237778,-11.035882142857448,-28.06112650476222,,,-25.877757142857448,-42.90300150476222,51.277,51.277,14.841875,14.841875,,1661.0511761904763,1912.0603666666668,1647.0520714285717,-1302.8720666666666,-12178.852728571426,690.0380285714286,7894.127985714286,-1742.628880952381,46.30413116571428,322.60483333333315,-1696.3247497866666,-1373.719916453333,1616.6810142857144,1861.0365714285715,1616.6846666666668,-1248.3121238095237,-12041.518414285714,670.5268047619049,7875.174166666667,-1753.5383571428572,48.04156628571429,350.2726857142855,-1705.4967908571427,-1355.2241051428575,44.370157142857146,51.02378095238096,30.36741904761905,-5.266438095238096,-104.8685714285714,19.511233333333333,18.95383333333333,-34.254480952380945,4.570275908571428,54.09141428571428,-29.684205043809524,24.407209241904763,4.761904817214491e-06,1.4285714288895352e-05,-1.4285714328482732e-05,-49.293504761904735,-32.46574285714319,-9.523809509576473e-06,-1.4285714365447872e-05,45.163957142857136,-6.307711028571429,-81.75924761904791,38.8562461142857,-42.90300150476222,1661.0511761904763,1912.0603666666668,1647.0520714285717,-1302.8720666666666,-12178.852728571426,690.0380285714286,7894.127985714286,-1770.910004761905,38.06628095238095,0.0,322.60483333333315,-1732.843723809524,-1410.2388904761906,1616.6810142857144,1861.0365714285715,1616.6846666666668,-1248.3121238095237,-12041.518414285714,670.5268047619049,7875.174166666667,-1793.2115,38.80969047619048,0.0,350.2726857142855,-1754.401809523809,-1404.129123809524,44.370157142857146,51.02378095238096,30.36741904761905,-5.266438095238096,-104.8685714285714,19.511233333333333,18.95383333333333,-38.35346666666667,4.030061904761904,0.0,54.09141428571428,-34.32340476190476,19.76800952380953,4.761904817214491e-06,1.4285714288895352e-05,-1.4285714328482732e-05,-49.293504761904735,-32.46574285714319,-9.523809509576473e-06,-1.4285714365447872e-05,60.65496190476192,-4.77347142857143,0.0,-81.75924761904791,55.88149047619048,-25.877757142857448
