,ligand,MBAR,MBAR_sem,MBAR_uncertainty_propagation,MBAR_num_replicas,TI,TI_sem,TI_uncertainty_propagation,TI_num_replicas
0,lig_20667_2qbp,-20.108442629915412,3.9936836888828986,0.1900106567562527,3,-19.601241146691873,4.051205172324824,0.18568423632563782,3
1,lig_20669_2qbr,-18.85576948312814,0.8601032184843234,0.16327105207572074,3,-18.38747242337551,1.039031229454896,0.1533934885932511,3
2,lig_20670_2qbs,-20.38302650994888,1.7980926253286926,0.15784538303267143,3,-19.406408386078482,2.035659954913774,0.16044901461094954,3
3,lig_23466,-19.44881231038192,0.8646880925496155,0.1507961353995348,3,-19.362936326127556,0.9975406774815209,0.14698180243332884,3
4,lig_23467,-19.177367066928724,1.332339206666729,0.14814747371331824,3,-18.619359809663667,1.2191019196236204,0.14739545582134636,3
5,lig_23468,-17.074774163176464,2.433705543344307,0.15972409945243807,3,-16.557664590482275,2.2283815205502764,0.154287885361708,3
6,lig_23469,-18.413446164055305,1.0786784464486032,0.16336490976990145,3,-18.146780064931463,1.1349220981259143,0.15838432549394837,3
7,lig_23470,-14.069206310319203,1.520326761712793,0.17165735059979975,3,-13.9125960320869,1.5089237946867216,0.16393071635944143,3
8,lig_23471,-16.87189093564648,2.0308074682376467,0.15553888006770974,3,-16.901312397497456,1.9264021007863767,0.15664140169254645,3
9,lig_23472,-22.238713460001975,0.6741459833594088,0.1613725334896835,3,-21.732301539312903,0.6542603935177568,0.1596280673374028,3
10,lig_23473,-20.38430140186874,2.0321550856128066,0.16110764199800184,3,-19.979793459577973,2.093160210681393,0.15749202140538196,3
11,lig_23474,-16.66421825724012,2.137922755558497,0.16218120563104269,3,-15.874201392951631,2.1058980236739617,0.15929933259865472,3
12,lig_23475,-23.259450025106133,0.5892956826047117,0.15508712501397545,3,-22.827335328786734,0.5226775240015527,0.15950815178014863,3
13,lig_23476,-22.51690956205678,2.679207897915861,0.15761413067699118,3,-22.697558453129574,2.6541443391468653,0.16321151176729454,3
14,lig_23477,-18.515420684298814,2.1833246901698806,0.16018241674448158,3,-18.07761628926008,2.1270753790217527,0.15992821604899377,3
15,lig_23479,-17.18962237864154,1.8936839844878932,0.17905871211890467,3,-16.762293936444163,1.7383641102264342,0.15739355486517037,3
16,lig_23480,-20.5260560802426,0.5843230522252254,0.16731331891694112,3,-20.191462215839323,0.5969420637014163,0.15831199237541144,3
17,lig_23482,-19.10463016267836,1.2867033463152397,0.1813142691287226,3,-18.78771178682335,1.2077578019470012,0.179428675579307,3
18,lig_23483,-18.95637176513465,2.2777544438655895,0.18221615089301643,3,-18.986449749949728,2.126715650765127,0.1774697421998218,3
19,lig_23484,-14.782745278256812,1.2257261937278507,0.19132655413257943,3,-14.387990831167707,1.0469213749239903,0.18010856735060182,3
20,lig_23485,-21.470928051320723,1.2612260405612912,0.18995314205011438,3,-20.923869717751423,1.189094768850134,0.18627736843771414,3
21,lig_23486,-25.369300373096802,1.624243076460824,0.18851571062051994,3,-24.952008683844173,1.6069476677378465,0.18279860691571953,3
