,ligand,replica,mbar_complex_vdw_value,mbar_complex_coul_value,mbar_complex_bonded_value,mbar_ligand_vdw_value,mbar_ligand_coul_value,ti_complex_vdw_value,ti_complex_coul_value,ti_complex_bonded_value,ti_ligand_vdw_value,ti_ligand_coul_value,boresch,mbar_complex_vdw_error,mbar_complex_coul_error,mbar_complex_bonded_error,mbar_ligand_vdw_error,mbar_ligand_coul_error,ti_complex_vdw_error,ti_complex_coul_error,ti_complex_bonded_error,ti_ligand_vdw_error,ti_ligand_coul_error
0,ligand-4,4,-5.580509362959736,79.45496503805859,0.8530529576335302,-4.702294930082556,-79.03333610924066,-5.45557494908747,79.32356766017361,0.8555638972027909,-4.635948240930988,-78.93502489365613,-6.652011142082562,0.08800804110711125,0.06306243753504107,0.007203818646197467,0.04410817891757714,0.02094477551962733,0.09357523564924199,0.06505184462644628,0.008352596657195932,0.04576996510263188,0.032998476675737846
1,ligand-4,1,-4.188461209219331,77.76199137690315,0.9014689849652257,-4.719846371991432,-79.00343036310427,-4.199150375951194,77.82741110948643,0.9480308904874869,-4.628460804145275,-78.92622005907796,-6.6450417683017635,0.0866183354479256,0.04976791854654133,0.009876928992009726,0.045726642077944864,0.03073659015637304,0.09420225901970862,0.05780079580238083,0.012072557148107082,0.0472879599304403,0.04175238157570038
2,ligand-4,3,-4.819861445222445,75.57353839977633,0.5356514846166852,-4.716752119918849,-78.7955340844963,-4.6192032242823675,75.64287895474621,0.6871302049008029,-4.621457327401808,-78.79581583086795,-6.752074063075751,0.09115375906320655,0.0466172763969676,0.002166324826045794,0.04437960923546373,0.015968857477007117,0.0954582570445206,0.05384009903965778,0.007216103345238125,0.04520586273406667,0.01655099806713454
3,ligand-4,2,-5.786982794269097,78.4946631521334,0.9138569587020542,-4.671404855894969,-79.04633858501167,-5.337999315648109,78.24073443710182,0.9167684357181598,-4.589343084213734,-78.78148156005184,-6.654534921444456,0.08407187942498116,0.05126350336681666,0.009109209703216898,0.0444109716067681,0.01976132541878082,0.09203566804233153,0.05728602921386363,0.009563569418164308,0.04533345513414495,0.03530577425347875
4,ligand-4,5,-4.645272193390604,76.66218711261438,0.8767208760279747,-4.769174194142716,-78.8353808336256,-4.720194907342767,76.65920441147361,1.000550169251541,-4.671455226409313,-78.8228173695358,-6.613596632112899,0.09382886795610812,0.043110227050641235,0.008503316717761568,0.04564197738708828,0.014640904133049982,0.09853334132220269,0.04685148171531837,0.011996252696567462,0.04671647845797281,0.015169342589636148
5,ligand-8,4,-12.433632122530756,-143.61970428450326,0.5593466402808327,0.20953669519838938,140.7603843675365,-12.01482534099323,-143.65213889212916,0.5589986390198052,0.28038367949321724,140.66619815109155,-7.0205282566644955,0.08855218610394436,0.06136616881468161,0.002704171760825197,0.050829008787192174,0.03311207883618619,0.0959265501019869,0.062204344776308026,0.0032879813883768118,0.04984560398745343,0.04035675303638518
6,ligand-8,1,-7.072574568270809,-140.9091143009059,1.354135705403939,-0.0511999347115273,140.82235622212912,-6.797942007361346,-140.8651318580556,1.544350195135372,-0.25487821468727145,140.77916068280575,-6.671959742239274,0.09496222893835618,0.05994637357867901,0.01994014511116042,0.05490304914447504,0.03197298321186652,0.1026631526004606,0.06387548626486322,0.029958799081946055,0.06904759713826228,0.038130199582221434
7,ligand-8,3,-11.262160296532137,-143.64222932843148,0.6446384346341508,-0.07879403187334313,140.88371966925223,-11.15437505245672,-143.61059168577327,0.6692293108762223,-0.06058707867371436,140.80556870999695,-6.997671441378859,0.09502479711318657,0.06092958980329794,0.0031918030667948474,0.0534994063809585,0.031154546940639155,0.10316834275860245,0.06318233196730257,0.005961133304470082,0.0706025313867344,0.03537043191088692
8,ligand-8,2,-12.405409025392368,-144.1488681781535,0.6385443527277929,-0.08058525527848928,140.7982325552594,-12.198047443326065,-144.03382590635871,0.6400266646228262,0.014118686273139662,140.75350638512128,-6.965721359960642,0.08835026238229086,0.05254293288224044,0.002681478539192788,0.05055171445034069,0.03263931861431111,0.09629400019298072,0.05990569473701502,0.003028612676119074,0.06059544880231402,0.03870735582375823
9,ligand-8,5,-5.888389937991037,-140.95508367189163,4.567294142081154,0.3900278696052921,140.84595515073187,-5.965058569287126,-140.98354467752478,5.5002132798248,0.5339769372539864,140.8545504129394,-6.086997210788644,0.07121240535633963,0.06342132585566321,0.06992571308445235,0.04762660953261473,0.03414696910357533,0.07863984155621989,0.06643389493576114,0.06283183476123919,0.04720368592936329,0.03920965347468436
