,ligand,replica,mbar_complex_vdw_value,mbar_complex_coul_value,mbar_complex_bonded_value,mbar_ligand_vdw_value,mbar_ligand_coul_value,ti_complex_vdw_value,ti_complex_coul_value,ti_complex_bonded_value,ti_ligand_vdw_value,ti_ligand_coul_value,boresch,mbar_complex_vdw_error,mbar_complex_coul_error,mbar_complex_bonded_error,mbar_ligand_vdw_error,mbar_ligand_coul_error,ti_complex_vdw_error,ti_complex_coul_error,ti_complex_bonded_error,ti_ligand_vdw_error,ti_ligand_coul_error
0,lig_1a,1,-5.718607833529843,-174.89466091482527,1.0672395439465552,-1.9348937532156147,171.18434435670574,-5.823055830406595,-174.9808793475053,1.089871752831898,-1.8998504924672563,171.44678152378472,-7.149545436030315,0.1339069105168367,0.08741882981946998,0.00887942503915501,0.06773365054019315,0.07540825850808822,0.13934891730292984,0.09285703741252554,0.00926973111985307,0.06409630421817515,0.08023846448769953
1,lig_1a,2,-7.221617829066218,-179.16378062210012,0.5668854324859729,-2.7101729863843342,172.59701618557187,-7.241549532316342,-179.21073930277885,0.6148602027373122,-2.5982646318493785,172.639739396641,-7.0061497901852565,0.12750225459922085,0.08776579679856439,0.004777687754201244,0.06528528642464455,0.06102554414760074,0.1334700901961176,0.08788388490275907,0.006394477588163557,0.05824955104068844,0.06451124125779698
2,lig_1a,3,-7.661996732849738,-180.0947536262431,0.5808430890856313,-1.4823439047243239,172.33410729548265,-7.578795990622576,-180.03023637739966,0.6429228537112051,-1.5500614790257419,172.3813463194018,-7.072100380902479,0.1370461233539069,0.08886796787776588,0.005368263139679384,0.06655578601408323,0.07103295093779695,0.13793462803392137,0.09015199947101113,0.006989025182798492,0.07424286194140996,0.07336626228268359
3,lig_1b,1,-9.361133343786296,-182.01360050671022,0.40655213169195614,-1.1208465187505552,175.61100804159085,-9.498973467312203,-181.8041098677455,0.41694886617919874,-1.1945407810770818,175.6245413833762,-6.940324197837724,0.13409985791810577,0.07469280685096284,0.0019765712063951743,0.0790526207245237,0.051916659859806535,0.13739381729734826,0.07984398798358203,0.0031079861906862234,0.09110399293907732,0.05419489012357189
4,lig_1b,2,-8.567520595617562,-181.33329991661006,0.3866363097422727,-0.48512877988933656,175.67183606195488,-8.446606147945973,-181.2728543076506,0.4147526108370552,-0.619441454752342,175.67491894441255,-6.959954757516989,0.1382793589718247,0.0796397964837247,0.001996549749287484,0.08497034613561007,0.052734342871057764,0.14470441851171334,0.0791803308083756,0.004571440051046683,0.09221538516126729,0.05651141206604352
5,lig_1b,3,-10.118046620431882,-182.17241350290502,0.5573513647003655,-0.9742888671699002,174.99320622992997,-9.925659346150944,-181.91924636664027,0.5829007204260305,-0.8246540994229524,174.67492911106314,-6.957950372219902,0.13278594543624683,0.08442654802103274,0.0042977912275947916,0.06900170353737783,0.05089864424450012,0.1390129123334991,0.08269468434315837,0.005401934421013954,0.06780352632677807,0.05530269170939129
6,lig_1c,1,-9.772092154649448,-170.31154646685695,0.49397804120990824,-1.5369893750172756,166.73344635073948,-9.754528693373087,-170.13807690828403,0.4976896291267085,-1.2486324026298905,166.74654667246264,-7.109752498513372,0.1327220535941986,0.08111561333759092,0.0028142882988141374,0.0821628720959635,0.05152909073768865,0.1393321686963814,0.07935223408195885,0.0038060675417874034,0.08885706238998552,0.056597253190853195
7,lig_1c,2,-10.519189801477035,-171.56113981299328,0.45693066884463485,-1.370320314150652,166.67185655735776,-10.588564541840958,-171.53558639835964,0.4531314181322737,-1.468843677896692,166.44643976700658,-6.921563769005117,0.13689503687680496,0.0818436604467032,0.004527243579138135,0.0805794681318594,0.0513878646441232,0.13950337645211416,0.08155726204833216,0.004337488730280789,0.08800304132872049,0.0585231128366281
8,lig_1c,3,-10.152839559231744,-174.82427499131708,0.4319970863182441,-1.0916584834459946,166.65328665980195,-10.267618942106713,-174.86021609195524,0.44826814173511753,-0.8710295297989973,166.607003008581,-6.966157499001177,0.1372308438541147,0.0884167794125801,0.0014118750105141106,0.07420638406263122,0.05578024935523648,0.1397796984914761,0.08805999262001439,0.0030460077231276696,0.06266864793474092,0.0627607480298691
9,lig_1d,1,-12.657267351432342,-169.97758335164409,0.43988858535160746,-0.15951069069500293,166.36404836436694,-12.553714352121288,-169.93642681179327,0.4789059844256444,-0.21436143053799198,166.39060531367306,-6.990032618893795,0.13276888072009688,0.07892509995492944,0.002561060692484869,0.07507553444732157,0.06380108822765534,0.13666365571465788,0.08316463366070197,0.004270124591703208,0.06802713766524153,0.06754669754775118
10,lig_1d,2,-12.957244371361035,-169.62457470654311,0.6370792085453685,-0.5111415848094867,165.89437084195146,-12.886431046531303,-169.75839137059864,0.6412755450580979,-0.33449985073779165,165.39900966937677,-6.949326443317478,0.14068737284735636,0.08654038873285257,0.005835428121007655,0.07331825393710051,0.06295240962032388,0.14957607394600433,0.09236961407574906,0.0061759333159867365,0.07593964877941344,0.07190540112384261
11,lig_1d,3,-11.63235094501178,-172.73879123198125,0.43558017719379716,-0.25988310238875334,166.0769812530169,-11.747195773321712,-172.66699430257842,0.4596994381596426,-0.029505823289153025,165.75422495162647,-7.0514320574755915,0.13477754380501664,0.08662626662586333,0.0036178454623892412,0.0907072057882841,0.07265685549636654,0.14192657850888485,0.09372308468490333,0.005038756922667862,0.0942992696772032,0.07713974350793704
