,ligand,MBAR,MBAR_sem,MBAR_uncertainty_propagation,MBAR_num_replicas,TI,TI_sem,TI_uncertainty_propagation,TI_num_replicas
0,lig_1a,-8.584844274526132,1.6548321714504854,0.10753723292469683,3,-8.521808315568856,1.6649506980041842,0.11050554010126626,3
1,lig_1b,-10.120846265651698,1.0829222757591321,0.10546679998549646,3,-10.029356423237884,1.0232088617891086,0.1101885770526456,3
2,lig_1c,-10.488964473697807,1.3336360267348626,0.10722330528134362,3,-10.444907720223156,1.474362812500557,0.11019835721997222,3
3,lig_1d,-10.901567909311831,0.594148881331902,0.11025930149498778,3,-11.057590224929934,0.6711388448036906,0.11569968363097313,3
4,lig_2a,-9.493288235419113,0.9520474211822687,0.11828586616557198,3,-9.503226243848776,1.180348668861506,0.12033680940579666,3
5,lig_2b,-9.510264071784096,1.5967932511797656,0.11282794487257712,3,-9.468265129615416,1.648852193049131,0.11473734392806229,3
6,lig_2c,-6.498213903993,0.6014767111509196,0.10988914349306686,3,-6.518132710500455,0.8020358547440049,0.11471611798836406,3
7,lig_2d,-4.903240758252434,0.130556424585465,0.11009195686347388,3,-4.99531540695321,0.21389969634494435,0.11376980177898727,3
8,lig_2e,-10.249311164248256,1.171500418744424,0.10942678993497892,3,-10.338129686663608,1.1955315611730573,0.11155198164897517,3
9,lig_3a,-8.861575363180572,1.5299500289909924,0.10369514333185426,3,-8.698877333221086,1.3932342624635983,0.10783947222622481,3
10,lig_3b,-4.941786436584859,1.0945735451478533,0.11540113843323248,3,-4.832285677956814,1.0695805776202894,0.11585170674629615,3
11,lig_4,-23.056898391367074,0.3253401561294142,0.1346327047262798,3,-23.174219443713508,0.4583022477858672,0.13576686300386537,3
12,lig_5,-6.367438900144234,1.0650407786464449,0.10452702582173971,3,-6.517305050500203,1.184465245552648,0.10918801512503655,3
13,lig_6a,-10.51115891646981,1.2635355584224461,0.10838806651798315,3,-10.315171568734806,1.1161817269870293,0.10986773555137602,3
14,lig_6b,-7.414797171541731,0.9417317673239707,0.1075765484986385,3,-7.486960346572954,0.8645648078483968,0.110368881757615,3
15,lig_6c,-10.536098555354558,0.5978134851793067,0.1218948258107444,3,-10.815780835859384,0.5538046044474201,0.12109795554429571,3
16,lig_6d,-13.925918703819173,1.2429843467729371,0.11940006504684005,3,-14.001544719249056,1.1609921588498036,0.12330828932967022,3
17,lig_6e,-13.748833721136895,0.8183875251113301,0.11344610480966254,3,-14.009899560617939,0.8930616950407679,0.1179712121583931,3
18,lig_7b,-7.153671299222428,2.1552490692883604,0.108227320823147,3,-6.997585458276634,2.3832882601872205,0.11319741667999904,3
19,lig_7c,-5.029645354227845,1.7187551846981395,0.10099859220600207,3,-5.212649995942304,1.6373697163952978,0.10653378987443061,3
20,lig_7d,-11.521626199401247,1.4323355129013853,0.1355070038195855,3,-11.11208165988331,1.4615488961961198,0.1400817545009573,3
21,lig_7e,-8.196299893339487,1.1090613519777344,0.11206857236511768,3,-8.215548520303402,1.077620186122466,0.11532625901566813,3
22,lig_7f,-9.146319097480761,2.715649378149631,0.10911934443360255,3,-8.814490123683973,2.744641413555233,0.11452446922805558,3
