name,dg_c2_pb_mean,dg_c2_gb_mean,dg_ie_pb_mean,dg_ie_gb_mean,dg_qh_pb_mean,dg_qh_gb_mean,dg_en_pb_mean,dg_en_gb_mean,c2_pb_mean,c2_gb_mean,ie_pb_mean,ie_gb_mean,qh_mean,dg_c2_pb_sem,dg_c2_gb_sem,dg_ie_pb_sem,dg_ie_gb_sem,dg_qh_pb_sem,dg_qh_gb_sem,dg_en_pb_sem,dg_en_gb_sem,c2_pb_sem,c2_gb_sem,ie_pb_sem,ie_gb_sem,qh_sem,num_replicas,total_samples
lig_20667_2qbp,94.12384373015874,75.53898482507934,-64.77945501984127,-83.36431392492065,,,-83.37536126984126,-101.96022017492065,177.499205,177.499205,18.59590625,18.59590625,,9.798790921809129,9.91753850270077,1.0441459820420496,1.29508575802659,,,0.459695486034231,0.7392766792462839,9.819087387058516,9.819087387058516,0.8280682016585539,0.8280682016585539,,3,60
lig_20669_2qbr,64.29975380952378,60.30118556780948,-59.82198327380956,-63.82055151552385,,,-76.58593119047623,-80.58449943219053,140.88568500000002,140.88568500000002,16.763947916666666,16.763947916666666,,8.42032587970894,8.397093487917001,1.0507771745047947,1.1074295209138492,,,0.3987015883733369,0.48025953234470453,8.460381862135177,8.460381862135177,0.894049740403028,0.894049740403028,,3,60
lig_20670_2qbs,70.20433793650793,67.28734904914283,-63.11445498015874,-66.03144386752383,,,-79.7728403968254,-82.6898292841905,149.97717833333334,149.97717833333334,16.65838541666667,16.65838541666667,,6.712567259777094,6.751000111478683,1.017670240732028,0.9048593948740846,,,0.5033498329538941,0.36584954500301126,6.884615346421419,6.884615346421419,0.8478669402711514,0.8478669402711514,,3,60
lig_23466,71.71430309523807,68.73895208596822,-59.231341488095275,-62.20669249736512,,,-75.87518523809528,-78.85053624736513,147.58948833333335,147.58948833333335,16.64384375,16.64384375,,6.761148516772485,6.755020379849286,0.8831983343479425,0.9205480415843844,,,0.28390392366290074,0.3628640453014019,6.776041167284551,6.776041167284551,0.8377773829723889,0.8377773829723889,,3,60
lig_23467,79.68663349206352,75.45917508876192,-60.237679424603144,-64.46513782790474,,,-76.59677317460316,-80.82423157790474,156.28340666666665,156.28340666666665,16.35909375,16.35909375,,8.853578508887392,8.848245777299487,0.9682533509398847,1.0565649235581225,,,0.3201784309920991,0.41340893900616815,8.832526004149152,8.832526004149152,0.9287586680112013,0.9287586680112013,,3,60
lig_23468,77.03099960317459,73.43800267250795,-60.37910164682542,-63.97209857749206,,,-77.91677873015875,-81.5097756608254,154.94777833333333,154.94777833333333,17.53767708333333,17.53767708333333,,8.098855553650752,8.132152320431096,0.9940441335311396,1.0435062022161607,,,0.3603215155431313,0.4491962161606577,8.069257938324288,8.069257938324288,0.8741011635269678,0.8741011635269678,,3,60
lig_23469,78.44545698412702,75.13072253961906,-62.038017182539654,-65.3527516270476,,,-78.23682968253965,-81.5515641270476,156.68228666666667,156.68228666666667,16.1988125,16.1988125,,7.384017966323404,7.383196380572215,0.9828223176983103,0.9878797732721737,,,0.5334106514327706,0.5719016699503691,7.349528701084113,7.349528701084113,0.7289299970585367,0.7289299970585367,,3,60
lig_23470,88.94849095238096,86.36600126044446,-54.895623214285706,-57.4781129062222,,,-73.88060238095237,-76.46309207288887,162.82909333333333,162.82909333333333,18.98497916666667,18.98497916666667,,9.732056855355351,9.699257207683358,1.0181274529798259,1.0134420419552328,,,0.47734224171072165,0.416906062414451,9.76059470800307,9.76059470800307,0.8468818918151343,0.8468818918151343,,3,60
lig_23471,74.98327484126979,71.9122717930158,-59.20722474206355,-62.27822779031753,,,-75.71248515873022,-78.7834882069842,150.69576,150.69576,16.505260416666665,16.505260416666665,,8.860925546351908,8.886960066214904,1.0064966694031103,1.0774502764526617,,,0.25510411900149443,0.3651348321422099,8.812402060130106,8.812402060130106,0.9067977368085096,0.9067977368085096,,3,60
lig_23472,58.85918007936505,55.72341272831742,-61.42241242063495,-64.55817977168257,,,-78.43914158730162,-81.57490893834924,137.29832166666668,137.29832166666668,17.016729166666668,17.016729166666668,,6.813474738866538,6.806294516284864,0.804665596906611,0.7703039665914292,,,0.2978683930671371,0.25078915044356803,6.842879317011732,6.842879317011732,0.7742106444859626,0.7742106444859626,,3,60
lig_23473,75.63867825396832,72.50157326069849,-60.038894246031674,-63.17599757263484,,,-76.42099841269834,-79.5581017393015,152.05967666666666,152.059675,16.382104166666668,16.382104166666668,,7.45495741999787,7.431605710541112,0.7017014269759525,0.7423318037193865,,,0.30303643892313936,0.3792111571702038,7.5315289273530475,7.5315291887285545,0.6703981390229963,0.6703981390229963,,3,60
lig_23474,66.83781365079366,62.84595897339685,-63.91862426587299,-67.91047894326981,,,-80.91609301587299,-84.9079476932698,147.75390666666667,147.75390666666667,16.99746875,16.99746875,,7.389196730967048,7.452755435088731,0.858589755854501,0.9579673404389805,,,0.3475462124649925,0.47697099740207516,7.363581002730098,7.363581002730098,0.736746445796609,0.736746445796609,,3,60
lig_23475,75.54221690476189,72.18994947015868,-59.54437851190479,-62.89664594650798,,,-77.26749309523812,-80.61976052984132,152.80971,152.80971,17.72311458333333,17.72311458333333,,7.574258032678792,7.613904480086726,0.957193167870048,0.9405770663411512,,,0.3415930609076881,0.3299904280630422,7.567481983789306,7.567481983789306,0.8575765250732679,0.8575765250732679,,3,60
lig_23476,72.87739539682529,70.26698035288878,-63.89589043650804,-66.50630548044455,,,-80.80516126984138,-83.41557631377789,153.68255666666667,153.68255666666667,16.909270833333334,16.909270833333334,,9.270248184472452,9.377820518338474,0.8529523604252749,0.9234727671160438,,,0.37771080224730047,0.4708932601267819,9.232287652372763,9.232287652372763,0.7954426916996017,0.7954426916996017,,3,60
lig_23477,71.45863753968253,68.38358845123807,-60.688984543650804,-63.76403363209525,,,-77.89305746031748,-80.96810654876192,149.35169499999998,149.35169499999998,17.204072916666668,17.204072916666668,,7.2236024069498646,7.2226366200569885,0.9784204864613859,0.996242271842635,,,0.28202762984362634,0.32069097981203487,7.185088207329404,7.185088207329404,0.9660551715946258,0.9660551715946258,,3,60
lig_23479,83.45117174603178,78.3909827315556,-61.173340753968226,-66.2335297684444,,,-79.80415325396822,-84.8643422684444,163.255325,163.255325,18.6308125,18.6308125,,7.524097815569103,7.561796311248619,0.8621597202740688,0.9073192646405388,,,0.51395127165163,0.5080568734117908,7.640113030928976,7.640113030928976,0.7941630959810364,0.7941630959810364,,3,60
lig_23480,68.8890028571428,63.16260393212689,-65.30715755952387,-71.03355648453977,,,-80.80056380952388,-86.52696273453977,149.68956666666665,149.68956666666665,15.49340625,15.49340625,,6.883594474213541,6.8578587404442075,0.9807500013449201,0.9966667328946087,,,0.3253841797618251,0.3991298172675345,6.8950068311784944,6.8950068311784944,0.9108919335887914,0.9108919335887914,,3,60
lig_23482,93.40344190476189,83.49994024838094,-62.20903642857143,-72.11253808495239,,,-79.33991142857144,-89.2434130849524,172.74335333333335,172.74335333333335,17.130875,17.130875,,7.825195683100035,7.6147818049423694,1.034830587243756,1.2152530727055075,,,0.4707897910258406,0.8075179905414173,7.884063876547962,7.884063876547962,0.9010480765259743,0.9010480765259743,,3,60
lig_23483,67.35886023809533,55.50592635752388,-66.07669642857132,-77.92963030914278,,,-83.02548809523799,-94.87842197580945,150.38434833333335,150.38434833333335,16.94879166666667,16.94879166666667,,7.588467347264672,7.700211072224933,1.0802333751827082,1.2525013025544693,,,0.7146308502010511,0.9918650227422592,7.554865616397663,7.554865616397663,0.7916208059215095,0.7916208059215095,,3,60
lig_23484,71.98080285714286,55.98359256647619,-74.39251464285714,-90.38972493352381,,,-92.35595214285715,-108.3531624335238,164.33675499999998,164.33675499999998,17.9634375,17.9634375,,7.121987581424969,7.228625164876556,0.961255875668357,0.8978209379623828,,,0.666544058014291,0.5991758998505631,7.072470612786681,7.072470612786681,0.7733484651715272,0.7733484651715272,,3,60
lig_23485,99.12624468253972,80.51373175092067,-61.12251823412694,-79.735031165746,,,-81.50273698412694,-100.11524991574599,180.62898166666668,180.62898166666668,20.38021875,20.38021875,,10.98554339160912,10.985471177902447,1.0609187857044236,1.2246215436419332,,,0.5249544104700918,0.744360709015243,11.046813765518454,11.046813765518454,1.0424627501957908,1.0424627501957908,,3,60
lig_23486,70.60013944444444,57.755277101777764,-69.80064680555556,-82.64550914822225,,,-86.9030738888889,-99.74793623155557,157.50321333333335,157.50321333333335,17.102427083333335,17.102427083333335,,8.692186759301494,8.848838005382994,1.5637702143605166,1.8461529554619234,,,1.2350867241144436,1.481708841687741,8.350026979447758,8.350026979447758,0.8895570336532252,0.8895570336532252,,3,60
