name,dg_c2_pb_mean,dg_c2_gb_mean,dg_ie_pb_mean,dg_ie_gb_mean,dg_qh_pb_mean,dg_qh_gb_mean,dg_en_pb_mean,dg_en_gb_mean,c2_pb_mean,c2_gb_mean,ie_pb_mean,ie_gb_mean,qh_mean,dg_c2_pb_sem,dg_c2_gb_sem,dg_ie_pb_sem,dg_ie_gb_sem,dg_qh_pb_sem,dg_qh_gb_sem,dg_en_pb_sem,dg_en_gb_sem,c2_pb_sem,c2_gb_sem,ie_pb_sem,ie_gb_sem,qh_sem,num_replicas,total_samples
lig_1a,-10.779302698412648,-24.18119679784122,-19.159543531745985,-32.56143763117455,,,-23.14789769841265,-36.549791797841216,12.368595,12.368595,3.988354166666667,3.988354166666667,,1.0220556988224498,0.8820389789622556,0.4827243127169733,0.32337911752846604,,,0.39342790947727346,0.1836579737286667,0.8308671906165745,0.8308671906165745,0.23531279142670458,0.23531279142670458,,3,60
lig_1b,-11.091263968253973,-28.251635943301594,-18.816486468253974,-35.97685844330159,,,-23.06529896825397,-40.22567094330159,11.974034999999999,11.974034999999999,4.2488125000000005,4.2488125000000005,,1.1365463047052486,0.6917684161200365,0.9076275859057139,0.3987044122525678,,,0.8334230709390206,0.26700888546693025,0.5288517203023998,0.5288517203023998,0.22882106324746232,0.22882106324746232,,3,60
lig_1c,-10.01454095238095,-25.388504672952372,-19.56266886904762,-34.936632589619045,,,-24.332179285714286,-39.70614300628571,14.317638333333333,14.317638333333333,4.769510416666667,4.769510416666667,,0.8102803934022047,0.7690190282261115,0.42524029465315194,0.41482646769638665,,,0.3061705900509175,0.3117530171267548,0.7531249313499433,0.7531249313499433,0.26318332254665955,0.26318332254665955,,3,60
lig_1d,-14.273411984126994,-30.240521409396834,-22.50939406746033,-38.47650349273017,,,-27.379300317460327,-43.34640974273017,13.105888333333333,13.105888333333333,4.86990625,4.86990625,,0.8031847895023613,0.8468443531504543,0.4127065653472463,0.4065553661179905,,,0.2587245459406095,0.29102682317029366,0.7356555150628082,0.7356555150628082,0.26294240103936256,0.26294240103936256,,3,60
lig_2a,-9.752469920634956,-25.220000551619083,-18.776601587301624,-34.24413221828575,,,-23.115351587301625,-38.58288221828575,13.362881666666668,13.362881666666668,4.33875,4.33875,,0.7891528568829418,0.7220943757277756,0.5835158767841138,0.5030897916488254,,,0.5376853355548484,0.4686364643227549,0.6773748563116508,0.6773748563116508,0.25923687570294307,0.25923687570294307,,3,60
lig_2b,-16.696895555555574,-31.601727247555576,-25.22854097222224,-40.13337266422224,,,-29.547155555555573,-44.45198724755558,12.850259999999999,12.850259999999999,4.318614583333333,4.318614583333333,,0.6023720395799365,0.5898097972900789,0.3345888191765277,0.3402243956770941,,,0.2702688472573145,0.24320901575329051,0.5082308956350117,0.5082308956350117,0.2059471652651541,0.2059471652651541,,3,60
lig_2c,-7.69565793650793,-23.2739778351111,-19.31396001984126,-34.89227991844443,,,-24.57249126984126,-40.150811168444434,16.876833333333334,16.876833333333334,5.258531250000001,5.258531250000001,,1.9901481783234154,1.8336211013174495,0.7850928384781403,0.5023579422367362,,,0.6524538806937792,0.3033773719450649,1.7313456804189795,1.7313456804189795,0.3030567351437174,0.3030567351437174,,3,60
lig_2d,-5.1162465873016165,-19.061797116634956,-16.29909742063495,-30.244647949968286,,,-20.581118253968285,-34.526668783301616,15.464871666666665,15.464871666666665,4.282020833333333,4.282020833333333,,1.1485964214923678,0.96994201057982,0.5569187515235946,0.3766549076656149,,,0.456972100114426,0.2672320301284842,0.9492656124042277,0.9492656124042277,0.2920884571353779,0.2920884571353779,,3,60
lig_2e,-11.989978650793574,-28.775680813142788,-23.049914900793574,-39.835617063142784,,,-27.962966984126908,-44.748669146476125,15.972988333333332,15.972988333333332,4.913052083333333,4.913052083333333,,1.0127572264511195,0.9267512371362486,0.4800802904416033,0.3275000581097109,,,0.37288723727330925,0.21086388060270347,0.8852802558649135,0.8852802558649135,0.2675519595223354,0.2675519595223354,,3,60
lig_3a,-9.001928333333336,-22.6921595216508,-17.648620000000005,-31.338851188317467,,,-22.127036666666672,-35.81726785498414,13.125108333333333,13.125108333333333,4.478416666666666,4.478416666666666,,0.8450051291800423,0.7875667726817067,0.6328418112038378,0.6023588548159567,,,0.5896236762532668,0.5265098444030295,0.6071625838734507,0.6071625838734507,0.21622313128422238,0.21622313128422238,,3,60
