,system,ligand,replica,simulation_mbar_espaloma-0.3.1,simulation_mbar_gaff-2.11,simulation_mbar_openff-2.0.0,sample,simulation_dg-c2-gb_espaloma-0.3.1,simulation_dg-c2-gb_gaff-2.11,simulation_dg-c2-gb_openff-2.0.0,simulation_dg-c2-pb_espaloma-0.3.1,simulation_dg-c2-pb_gaff-2.11,simulation_dg-c2-pb_openff-2.0.0,simulation_dg-ie-gb_espaloma-0.3.1,simulation_dg-ie-gb_gaff-2.11,simulation_dg-ie-gb_openff-2.0.0,simulation_dg-ie-pb_espaloma-0.3.1,simulation_dg-ie-pb_gaff-2.11,simulation_dg-ie-pb_openff-2.0.0,simulation_dh-gb_espaloma-0.3.1,simulation_dh-gb_gaff-2.11,simulation_dh-gb_openff-2.0.0,simulation_dh-pb_espaloma-0.3.1,simulation_dh-pb_gaff-2.11,simulation_dh-pb_openff-2.0.0,exp_dG,exp_dG_error,exp_Chen2023,simulation_Chen2023-RBFEP,simulation_Chen2023,simulation_Khalak2021,error_Khalak2021,exp_Khalak2021,exp_error_Khalak2021,exp_Lin2021,simulation_Lin2021,error_Lin2021,exp_Alibay2022,simulation_Alibay2022,exp_Li2019,simulation_mbar_Li2019,simulation_mmpbsa_Li2019,simulation_mmgbsa_Li2019,simulation_Ries2024,error_Ries2024,simulation_Clark2024,error_Clark2024,simulation_Deflorian2020,error_Deflorian2020
3184,mcl1,lig_65,1,,,,17,-10.815552129523889,22.16529178666692,-7.7880967009527,-4.99197142857151,29.172623809524083,-2.7011571428574044,-47.48720212952389,-40.52928321333309,-37.4778967009527,-41.66362142857151,-33.52195119047592,-32.3909571428574,-52.660952129523885,-50.867408213333086,-48.0378967009527,-46.83737142857151,-43.86007619047592,-42.950957142857405,,,,,,,,,,,,,,,,,,,,,,,,
3185,mcl1,lig_65,1,,,,18,-7.339063260952443,-25.09704491047627,-14.129012944761946,-0.926028571428624,-18.778733333333395,-8.359528571428555,-43.13696326095244,-44.67456991047628,-40.30868794476194,-36.72392857142862,-38.3562583333334,-34.53920357142856,-54.20946326095244,-53.44394491047628,-49.74931294476195,-47.79642857142862,-47.1256333333334,-43.97982857142856,,,,,,,,,,,,,,,,,,,,,,,,
3186,mcl1,lig_65,1,,,,19,-6.410811447618876,-2.412907996190519,5.916807470476392,0.0595904761905927,4.428976190476156,12.55068571428592,-45.09578644761888,-43.34245799619052,-42.97036752952361,-38.62538452380941,-36.50057380952384,-36.33648928571408,-54.49391144761888,-52.71370799619052,-50.50099252952361,-48.02350952380941,-45.871823809523846,-43.86711428571408,,,,,,,,,,,,,,,,,,,,,,,,
3187,mcl1,lig_65,1,,,,20,1.714486209523841,-37.92357236952394,-32.150536689523705,7.631114285714332,-31.18933333333346,-25.17310476190469,-47.82498879047616,-45.27519736952394,-47.7275616895237,-41.90836071428567,-38.54095833333346,-40.75012976190469,-54.24061379047616,-53.15207236952394,-53.896936689523706,-48.32398571428567,-46.41783333333346,-46.91950476190469,,,,,,,,,,,,,,,,,,,,,,,,
3188,mcl1,lig_65,2,-11.788534951905598,-11.342546964039672,-8.389551681987985,1,-9.69677841904766,-15.374113573333624,-11.224562944761956,-5.02233333333335,-9.84705714285746,-5.772895238095309,-32.49250341904766,-38.27623857333362,-46.72581294476196,-27.818058333333347,-32.74918214285746,-41.27414523809531,-46.10187841904766,-49.57311357333362,-50.58956294476196,-41.42743333333335,-44.04605714285746,-45.13789523809531,,,-8.41,-9.87,-13.5225,,,,,,,,-8.36,-12.94,,,,,,,,,,
3189,mcl1,lig_65,2,,,,2,32.84145713142868,15.69222624000001,-23.51950932571438,37.563476190476266,22.872819047619068,-17.02848571428583,-44.38969286857132,-42.11584875999999,-43.762109325714384,-39.66767380952373,-34.93525595238094,-37.27108571428583,-47.93844286857132,-52.61147376,-49.34960932571438,-43.21642380952373,-45.43088095238094,-42.85858571428583,,,,,,,,,,,,,,,,,,,,,,,,
3190,mcl1,lig_65,2,,,,3,-17.72451132190468,15.782087695238031,-19.22313988190472,-12.348366666666571,21.12041428571421,-12.60914285714282,-44.937136321904674,-39.91296230476197,-44.95806488190472,-39.56099166666657,-34.57463571428579,-38.34406785714282,-49.88901132190468,-47.70421230476197,-51.82243988190472,-44.51286666666657,-42.36588571428579,-45.20844285714282,,,,,,,,,,,,,,,,,,,,,,,,
3191,mcl1,lig_65,2,,,,4,-18.634637527619,-19.488341980952235,-20.39478320380952,-13.398771428571408,-13.016333333333163,-14.5383857142857,-44.982412527619,-39.13196698095224,-41.25403320380952,-39.746546428571406,-32.659958333333165,-35.3976357142857,-52.660537527619,-49.69384198095224,-49.44778320380952,-47.42467142857141,-43.221833333333166,-43.5913857142857,,,,,,,,,,,,,,,,,,,,,,,,
3192,mcl1,lig_65,2,,,,5,-21.757942308571668,-22.455813123809683,-22.273342563809447,-15.870209523809669,-15.461957142857308,-15.863119047618962,-43.68349230857167,-47.01736312380969,-42.41631756380944,-37.795759523809664,-40.02350714285731,-36.00609404761896,-51.93974230857167,-54.621113123809685,-50.85694256380945,-46.05200952380967,-47.62725714285731,-44.44671904761896,,,,,,,,,,,,,,,,,,,,,,,,
3193,mcl1,lig_65,2,,,,6,-5.16366332571404,11.389521923809738,-30.17619178666645,1.3048666666668964,18.72352380952409,-23.729985714285466,-47.91986332571404,-44.26222807619027,-44.05146678666645,-41.4513333333331,-36.92822619047592,-37.60526071428546,-51.56236332571404,-52.90347807619027,-50.45959178666645,-45.0938333333331,-45.56947619047592,-44.01338571428546,,,,,,,,,,,,,,,,,,,,,,,,
3194,mcl1,lig_65,2,,,,7,-13.94024762666671,19.35746557714296,25.94268435047635,-7.912999999999968,26.60085714285725,32.102661904762016,-40.39807262666671,-39.62083442285703,-40.31159064952365,-34.37082499999997,-32.37744285714274,-34.15161309523798,-51.70994762666671,-53.35083442285704,-48.22971564952365,-45.68269999999997,-46.10744285714274,-42.06973809523798,,,,,,,,,,,,,,,,,,,,,,,,
3195,mcl1,lig_65,2,,,,8,-15.463015828571557,8.054974472381076,-7.033160308571198,-9.377857142857271,15.2801380952382,-1.9217333333330944,-42.98161582857155,-44.379175527618926,-35.1280853085712,-36.89645714285727,-37.1540119047618,-30.016658333333098,-53.491615828571554,-54.04042552761892,-45.0499603085712,-47.40645714285727,-46.8152619047618,-39.9385333333331,,,,,,,,,,,,,,,,,,,,,,,,
3196,mcl1,lig_65,2,,,,9,-3.8880438361908034,11.93642502095227,5.861350300952239,2.1565333333331367,18.78643333333316,11.607990476190317,-42.1241188361908,-45.23604997904773,-46.83949969904776,-36.07954166666687,-38.38604166666684,-41.09285952380968,-51.917243836190806,-53.18167497904773,-49.18074969904776,-45.87266666666687,-46.33166666666684,-43.43410952380968,,,,,,,,,,,,,,,,,,,,,,,,
3197,mcl1,lig_65,2,,,,10,11.400219881904777,-16.757754293333136,-11.429438628571894,17.700561904761933,-10.02498571428547,-5.7772285714290135,-44.20080511809522,-48.092704293333135,-33.65683862857189,-37.90046309523806,-41.35993571428547,-28.004628571429013,-53.57518011809522,-53.18895429333313,-48.971838628571895,-47.27483809523806,-46.45618571428547,-43.31962857142901,,,,,,,,,,,,,,,,,,,,,,,,
3198,mcl1,lig_65,2,,,,11,-23.13211031999989,11.454067078095155,-14.384921817143066,-17.307790476190398,18.293552380952303,-7.575709523809671,-44.99571031999989,-42.44283292190484,-39.39984681714306,-39.1713904761904,-35.603347619047696,-32.59063452380967,-54.20321031999989,-53.49533292190484,-52.031721817143065,-48.3788904761904,-46.65584761904769,-45.22250952380967,,,,,,,,,,,,,,,,,,,,,,,,
3199,mcl1,lig_65,2,,,,12,-18.03110199238089,29.199345706666563,-7.922109740952642,-12.006919047618965,36.30617142857135,0.2593190476187885,-42.42365199238089,-40.47537929333344,-50.66730974095264,-36.399469047618965,-33.368553571428656,-42.48588095238121,-52.79740199238089,-52.45225429333344,-55.56230974095264,-46.773219047618966,-45.345428571428656,-47.38088095238121,,,,,,,,,,,,,,,,,,,,,,,,
3200,mcl1,lig_65,2,,,,13,-30.00555710857128,-11.209908613333532,-9.790486118095629,-23.80641904761888,-4.730514285714513,-2.757790476190884,-47.15275710857128,-45.66323361333353,-40.93898611809563,-40.95361904761888,-39.18383928571451,-33.90629047619088,-54.62775710857128,-53.40760861333353,-52.783986118095626,-48.42861904761888,-46.92821428571451,-45.75129047619088,,,,,,,,,,,,,,,,,,,,,,,,
3201,mcl1,lig_65,2,,,,14,-4.09475232000014,19.92879444190461,2.8188495885714744,1.2230190476188838,26.792804761904648,9.73710000000009,-47.51070232000014,-40.26560555809538,-46.14940041142852,-42.19293095238112,-33.40159523809535,-39.23114999999991,-51.97195232000014,-52.53810555809538,-51.85315041142852,-46.65418095238112,-45.67409523809535,-44.93489999999991,,,,,,,,,,,,,,,,,,,,,,,,
3202,mcl1,lig_65,2,,,,15,-13.126388091428474,2.491930643809773,11.594974102857089,-7.777042857142781,8.539147619047846,18.155119047618967,-42.07808809142847,-38.77541935619023,-39.80807589714291,-36.72874285714278,-32.728202380952155,-33.24793095238103,-52.38058809142847,-51.71916935619023,-50.78682589714291,-47.03124285714278,-45.67195238095216,-44.22668095238103,,,,,,,,,,,,,,,,,,,,,,,,
3203,mcl1,lig_65,2,,,,16,-10.782204091428582,-6.159646019047692,-20.583841420952663,-5.221633333333337,0.4990761904760674,-13.48316666666694,-44.22552909142858,-42.17434601904769,-43.67229142095267,-38.66495833333334,-35.51562380952393,-36.57161666666694,-52.754904091428585,-51.184346019047695,-51.30604142095267,-47.19433333333334,-44.525623809523935,-44.20536666666694,,,,,,,,,,,,,,,,,,,,,,,,
3204,mcl1,lig_65,2,,,,17,-10.693881885714426,-25.733441302857106,-0.6095792533331235,-5.831976190476304,-19.16455714285716,6.313238095238319,-40.22070688571442,-45.9612163028571,-40.380404253333126,-35.3588011904763,-39.39233214285716,-33.45758690476168,-53.18758188571442,-51.7143413028571,-53.67977925333312,-48.3256761904763,-45.145457142857154,-46.75696190476168,,,,,,,,,,,,,,,,,,,,,,,,
3205,mcl1,lig_65,2,,,,18,-6.3615236952379774,-23.44686669714289,-2.3134062933334505,-0.1674476190475502,-16.79188571428577,5.460733333333245,-47.74342369523798,-43.3219416971429,-41.620706293333456,-41.54934761904755,-36.66696071428577,-33.84656666666676,-53.903423695237976,-52.230066697142895,-53.45320629333345,-47.70934761904755,-45.57508571428577,-45.67906666666676,,,,,,,,,,,,,,,,,,,,,,,,
3206,mcl1,lig_65,2,,,,19,-2.316789234285672,7.749929630476316,0.1629058780949961,3.673428571428623,14.58012380952392,6.75577619047592,-45.16043923428568,-41.61129536952369,-36.784519121905,-39.17022142857138,-34.781101190476086,-30.191648809524075,-52.28668923428568,-53.668170369523686,-53.281394121905,-46.29647142857138,-46.83797619047608,-46.68852380952408,,,,,,,,,,,,,,,,,,,,,,,,
3207,mcl1,lig_65,2,,,,20,-23.017356815238195,0.3868339771430129,-19.47258791619029,-16.898552380952516,7.0672285714287,-12.382423809523644,-47.529106815238194,-40.00576602285699,-50.42163791619029,-41.41030238095252,-33.3253714285713,-43.33147380952365,-52.78785681523819,-54.52326602285699,-53.99788791619029,-46.66905238095252,-47.8428714285713,-46.907723809523645,,,,,,,,,,,,,,,,,,,,,,,,
3208,mcl1,lig_65,3,-11.700487528130044,-10.741877999732136,-11.94585843316601,1,2.427125493333449,9.20122822095248,-16.968432838095687,7.24563333333348,14.733685714285784,-10.81707619047664,-38.42877450666656,-37.85172177904752,-41.44710783809568,-33.61026666666652,-32.31926428571422,-35.29575119047664,-44.32377450666655,-47.77547177904752,-50.31273283809568,-39.50526666666652,-42.24301428571422,-44.16137619047664,,,-8.41,-9.87,-13.1557,,,,,,,,-8.36,-13.39,,,,,,,,,,
3209,mcl1,lig_65,3,,,,2,62.841783417142736,-4.890594430476085,-4.619467805714194,68.27216190476179,0.5607857142858563,1.539914285714346,-29.30551658285727,-39.25046943047609,-39.09219280571419,-23.875138095238224,-33.799089285714146,-32.93281071428565,-46.86301658285727,-48.43359443047608,-49.69906780571419,-41.43263809523823,-42.98221428571414,-43.53968571428565,,,,,,,,,,,,,,,,,,,,,,,,
3210,mcl1,lig_65,3,,,,3,63.372565017142776,-15.502736426666315,-30.03390262095245,69.37106666666656,-9.640542857142556,-24.01922380952389,-36.01835998285723,-42.72966142666631,-41.28425262095245,-30.01985833333343,-36.86746785714256,-35.26957380952389,-46.325234982857225,-51.10153642666632,-49.75550262095245,-40.32673333333343,-45.23934285714255,-43.74082380952389,,,,,,,,,,,,,,,,,,,,,,,,
3211,mcl1,lig_65,3,,,,4,-15.4850780152383,-10.637180228571196,-18.14303355809504,-9.35949523809544,-4.615004761904544,-12.108899999999808,-39.188903015238296,-46.0189552285712,-45.50473355809504,-33.06332023809544,-39.99677976190455,-39.470599999999806,-48.6857780152383,-49.2495802285712,-51.88223355809504,-42.56019523809544,-43.22740476190455,-45.8480999999998,,,,,,,,,,,,,,,,,,,,,,,,
3212,mcl1,lig_65,3,,,,5,1.3841645371428726,-0.2606088304762295,-33.12440052190476,7.014119047619047,6.221409523809548,-27.472938095238103,-37.23453546285712,-41.64660883047623,-39.57882552190476,-31.604580952380957,-35.164590476190455,-33.92736309523811,-47.09703546285713,-47.91410883047623,-50.75820052190476,-41.46708095238096,-41.43209047619045,-45.10673809523811,,,,,,,,,,,,,,,,,,,,,,,,
3213,mcl1,lig_65,3,,,,6,-18.85013020571436,-19.430697565714244,-12.630023070476035,-12.28050952380956,-13.261176190476217,-6.466999999999885,-37.37423020571436,-38.75107256571424,-40.25257307047603,-30.80460952380956,-32.58155119047622,-34.08954999999989,-48.32923020571435,-46.16919756571424,-48.836323070476034,-41.75960952380956,-39.999676190476215,-42.67329999999989,,,,,,,,,,,,,,,,,,,,,,,,
3214,mcl1,lig_65,3,,,,7,-11.16262855238098,-27.358937367619244,7.637162236190413,-5.470485714285744,-21.97791428571448,11.934119047618964,-41.01785355238098,-44.41166236761924,-34.666262763809584,-35.32571071428574,-39.03063928571448,-30.369305952381037,-47.54972855238098,-50.48853736761925,-45.018137763809584,-41.85758571428574,-45.10751428571448,-40.72118095238103,,,,,,,,,,,,,,,,,,,,,,,,
3215,mcl1,lig_65,3,,,,8,-26.642083379047687,38.60879367619082,-6.855043965714302,-21.5944523809524,44.567752380952754,-2.08786666666677,-44.33280837904769,-32.90070632380918,-36.9368439657143,-39.285177380952405,-26.94174761904725,-32.16966666666677,-48.87468337904769,-49.62070632380918,-44.959343965714304,-43.8270523809524,-43.66174761904725,-40.19216666666677,,,,,,,,,,,,,,,,,,,,,,,,
3216,mcl1,lig_65,3,,,,9,1.943359923809396,-22.872860224761848,-17.132594045714146,7.30298571428564,-17.350647619047553,-11.122771428571289,-36.66889007619061,-41.99956022476185,-42.51424404571414,-31.30926428571436,-36.47734761904755,-36.50442142857128,-46.2126400761906,-50.89456022476185,-48.53549404571415,-40.85301428571436,-45.37234761904755,-42.525671428571286,,,,,,,,,,,,,,,,,,,,,,,,
3217,mcl1,lig_65,3,,,,10,-9.715159801904612,-20.27916309714289,17.39735051047601,-4.523080952380802,-13.99343809523813,23.207014285714152,-43.91353480190461,-45.667713097142894,-35.35702448952399,-38.7214559523808,-39.38198809523813,-29.547360714285844,-47.23165980190461,-51.111463097142895,-48.06014948952399,-42.0395809523808,-44.82573809523813,-42.25048571428584,,,,,,,,,,,,,,,,,,,,,,,,
3218,mcl1,lig_65,3,,,,11,-26.35257973333336,0.6993131923806288,-11.710553055237916,-19.97744761904766,6.538614285713948,-6.30345238095223,-43.56600473333336,-41.743611807619374,-37.84585305523792,-37.19087261904766,-35.904310714286055,-32.43875238095223,-51.23037973333336,-48.50298680761937,-47.31585305523792,-44.85524761904766,-42.66368571428605,-41.90875238095223,,,,,,,,,,,,,,,,,,,,,,,,
3219,mcl1,lig_65,3,,,,12,1.9022722704760755,-19.295083775238307,6.763098217143025,7.0584190476189335,-13.267723809524076,10.229495238095405,-36.69140272952392,-42.42640877523831,-28.567101782856973,-31.535255952381064,-36.39904880952408,-25.100704761904595,-44.47202772952392,-49.73078377523831,-45.63710178285697,-39.315880952381065,-43.70342380952408,-42.1707047619046,,,,,,,,,,,,,,,,,,,,,,,,
3220,mcl1,lig_65,3,,,,13,-8.78945758095255,-16.758554986666574,-12.698754586666771,-4.847947619047758,-10.330057142857063,-7.0216666666667535,-36.09765758095255,-43.06002998666658,-39.65187958666677,-32.15614761904776,-36.63153214285707,-33.97479166666675,-46.99515758095255,-54.10815498666658,-47.63625458666677,-43.05364761904776,-47.67965714285707,-41.95916666666675,,,,,,,,,,,,,,,,,,,,,,,,
3221,mcl1,lig_65,3,,,,14,-12.391411142857294,-19.65467543619052,69.84174703999977,-7.817004761904897,-15.200480952381028,76.17958095238069,-40.821286142857296,-37.76797543619051,-30.31550296000023,-36.2468797619049,-33.31378095238102,-23.9776690476193,-46.9144111428573,-45.98297543619052,-48.43425296000023,-42.3400047619049,-41.52878095238103,-42.0964190476193,,,,,,,,,,,,,,,,,,,,,,,,
3222,mcl1,lig_65,3,,,,15,-8.398190651428642,-2.1866607009522525,-12.509833839999937,-2.524266666666719,2.635904761904889,-7.314742857142804,-41.35756565142864,-41.76431070095225,-36.201208839999936,-35.48364166666672,-36.94174523809511,-31.006117857142808,-47.94319065142864,-48.845560700952255,-46.96433383999994,-42.06926666666672,-44.02299523809511,-41.76924285714281,,,,,,,,,,,,,,,,,,,,,,,,
3223,mcl1,lig_65,3,,,,16,-2.3522288952379355,17.03847481904758,19.56391728000012,4.052290476190635,22.447042857142826,23.468814285714373,-41.25217889523793,-34.01717518095242,-33.86690771999989,-34.84765952380936,-28.60860714285717,-29.96201071428563,-52.15842889523793,-48.36342518095242,-44.43378271999988,-45.75390952380936,-42.95485714285717,-40.52888571428563,,,,,,,,,,,,,,,,,,,,,,,,
3224,mcl1,lig_65,3,,,,17,-3.4751035809523216,8.566384289524123,-2.238357108571506,2.454233333333349,14.161495238095531,4.543847619047504,-48.42807858095232,-36.47339071047588,-41.21975710857151,-42.49874166666665,-30.87827976190447,-34.437552380952496,-53.62620358095232,-49.69651571047588,-53.17975710857151,-47.69686666666665,-44.10140476190447,-46.3975523809525,,,,,,,,,,,,,,,,,,,,,,,,
3225,mcl1,lig_65,3,,,,18,-24.414094586666543,-7.494073078095113,-6.367918373333325,-17.97779523809507,-0.2038142857141593,0.8232142857142648,-42.09201958666655,-43.86087307809511,-44.96294337333333,-35.65572023809507,-36.57061428571416,-37.771810714285735,-54.21139458666654,-53.78087307809511,-53.53731837333333,-47.77509523809507,-46.49061428571416,-46.34618571428574,,,,,,,,,,,,,,,,,,,,,,,,
3226,mcl1,lig_65,3,,,,19,-11.407885984762132,-23.30461218666637,9.328700780952552,-5.264080952381143,-16.631995238094973,15.312566666666848,-47.829635984762135,-45.95206218666637,-35.496124219047445,-41.685830952381146,-39.27944523809497,-29.51225833333315,-54.423385984762135,-52.69331218666637,-48.340499219047445,-48.279580952381146,-46.02069523809497,-42.35663333333315,,,,,,,,,,,,,,,,,,,,,,,,
3227,mcl1,lig_65,3,,,,20,-10.112134453333333,3.15711698666658,-5.474543234285711,-4.4817999999999785,10.31826666666661,0.5773809523809703,-40.27000945333333,-38.09815801333343,-40.85266823428571,-34.639674999999976,-30.937008333333395,-34.80074404761903,-52.69813445333333,-52.896283013333424,-50.33704323428571,-47.06779999999998,-45.735133333333394,-44.28511904761903,,,,,,,,,,,,,,,,,,,,,,,,
3228,mcl1,lig_65,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.36,-11.37,,,,,,,,,,
3229,mcl1,lig_65,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.36,-8.95,,,,,,,,,,
3230,mcl1,lig_66,1,,,,1,,,,,,,,,,,,,,,,,,,,,-8.43,-9.19,-12.5331,,,,,,,,,,,,,,,,,,,
3231,mcl1,lig_66,2,,,,1,,,,,,,,,,,,,,,,,,,,,-8.43,-9.19,-12.2919,,,,,,,,,,,,,,,,,,,
3232,mcl1,lig_66,3,,,,1,,,,,,,,,,,,,,,,,,,,,-8.43,-9.19,-12.0998,,,,,,,,,,,,,,,,,,,
3233,mcl1,lig_67,1,-14.485368216562932,-9.311837550107038,-9.395856419582728,1,51.41370224380989,-28.96186972571429,17.84835744761886,55.98759047619078,-23.266204761904785,23.06695714285692,-31.73017275619011,-43.450469725714285,-34.750642552381144,-27.156284523809223,-37.75480476190478,-29.53204285714308,-45.42329775619011,-49.86046972571429,-47.36314255238114,-40.84940952380922,-44.16480476190478,-42.14454285714308,-7.58,0.02,-7.58,-9.39,-13.103,,,,,,,,,,,,,,,,,,,
3234,mcl1,lig_67,1,,,,2,3.265747462857128,-20.57449033523803,-1.0672973257144065,8.019014285714263,-15.204442857142755,4.355933333333205,-39.08835253714288,-44.052040335238026,-39.76007232571441,-34.33508571428574,-38.68199285714275,-34.3368416666668,-48.50335253714288,-49.63579033523803,-48.43319732571441,-43.75008571428574,-44.265742857142754,-43.0099666666668,,,,,,,,,,,,,,,,,,,,,,,,
3235,mcl1,lig_67,1,,,,3,-20.531880590475968,-9.488431436190544,-19.813154518095192,-14.90861904761881,-3.7898380952381103,-14.786033333333268,-40.144930590475965,-42.64575643619055,-43.1773795180952,-34.521669047618815,-36.94716309523811,-38.15025833333327,-50.44618059047597,-51.27763143619055,-48.53925451809519,-44.82291904761881,-45.57903809523811,-43.51213333333327,,,,,,,,,,,,,,,,,,,,,,,,
3236,mcl1,lig_67,1,,,,4,24.04160962666664,8.645459413333278,-20.825612217142865,28.41838571428568,13.942842857142791,-16.42511904761898,-37.25446537333336,-34.147865586666725,-41.48118721714287,-32.877689285714325,-28.85048214285721,-37.08069404761898,-46.81509037333336,-51.117240586666725,-47.60931221714287,-42.43831428571433,-45.81985714285721,-43.20881904761898,,,,,,,,,,,,,,,,,,,,,,,,
3237,mcl1,lig_67,1,,,,5,-18.38317300571417,0.948645139047528,-7.7479443733332545,-13.167928571428448,6.411638095238018,-3.113004761904648,-34.72109800571417,-39.39532986095247,-38.34726937333325,-29.50585357142845,-33.93233690476198,-33.71232976190464,-47.65547300571417,-48.23595486095248,-46.57664437333325,-42.44022857142845,-42.77296190476199,-41.941704761904646,,,,,,,,,,,,,,,,,,,,,,,,
3238,mcl1,lig_67,1,,,,6,-23.81554917333336,0.1344013561903594,-10.30869335999985,-18.27449523809525,5.339047619047463,-5.619928571428417,-41.96887417333336,-38.66212364380964,-43.82736835999985,-36.42782023809525,-33.45747738095254,-39.13860357142842,-50.02074917333336,-48.84149864380964,-48.18049335999985,-44.47969523809525,-43.63685238095254,-43.49172857142842,,,,,,,,,,,,,,,,,,,,,,,,
3239,mcl1,lig_67,1,,,,7,-22.482323257143,-4.397844857142786,-6.611539024761676,-17.001004761904923,0.7928857142857737,-2.064961904761695,-41.225798257143,-41.7944948571428,-37.00271402476168,-35.74447976190493,-36.60376428571424,-32.4561369047617,-50.063923257143,-50.01074485714279,-47.91833902476168,-44.582604761904925,-44.82001428571423,-43.3717619047617,,,,,,,,,,,,,,,,,,,,,,,,
3240,mcl1,lig_67,1,,,,8,-18.32516688000021,-8.86678973333337,37.20566206857164,-12.68417619047635,-4.063485714285783,42.877728571428726,-39.42454188000021,-41.111939733333365,-37.29436293142836,-33.78355119047635,-36.30863571428578,-31.622296428571275,-49.05766688000021,-49.60068973333337,-49.09623793142836,-43.41667619047635,-44.79738571428578,-43.42417142857128,,,,,,,,,,,,,,,,,,,,,,,,
3241,mcl1,lig_67,1,,,,9,-20.015309032380923,19.4511330857144,-23.51869158857135,-14.150357142857136,25.100461904762,-19.147519047618985,-42.36225903238092,-37.3486169142856,-40.27826658857136,-36.49730714285713,-31.699288095238,-35.90709404761898,-50.95350903238092,-51.1348669142856,-48.50889158857135,-45.088557142857134,-45.485538095238,-44.13771904761899,,,,,,,,,,,,,,,,,,,,,,,,
3242,mcl1,lig_67,1,,,,10,21.757983150476207,9.220445840000131,-25.53388333714269,27.24750000000006,14.609819047619167,-21.33483809523795,-41.04526684952378,-42.725104159999866,-40.27608333714269,-35.55574999999993,-37.33573095238083,-36.077038095237945,-49.38401684952379,-50.491354159999865,-46.93858333714269,-43.89449999999994,-45.10198095238083,-42.73953809523795,,,,,,,,,,,,,,,,,,,,,,,,
3243,mcl1,lig_67,1,,,,11,-26.62291108952397,-19.565845607618957,20.912128674285725,-21.21924285714303,-13.501842857142762,25.337890476190488,-44.39943608952397,-46.48167060761895,-39.44824632571427,-38.99576785714303,-40.41766785714276,-35.02248452380951,-52.351311089523975,-51.24604560761895,-47.17637132571427,-46.94764285714303,-45.18204285714276,-42.75060952380951,,,,,,,,,,,,,,,,,,,,,,,,
3244,mcl1,lig_67,1,,,,12,-9.915053969523832,15.08721312761908,28.573400049523904,-4.004880952380951,20.488171428571498,32.98645714285723,-46.94060396952383,-39.09826187238092,-26.499674950476106,-41.03043095238095,-33.697303571428506,-22.086617857142773,-51.67185396952383,-51.89138687238092,-41.6227999504761,-45.76168095238095,-46.4904285714285,-37.20974285714277,,,,,,,,,,,,,,,,,,,,,,,,
3245,mcl1,lig_67,1,,,,13,-18.81162430476175,6.607306133333601,-6.06606973333362,-12.91489523809507,12.36863809523836,-1.9369190476192983,-46.07109930476175,-41.8241938666664,-35.976244733333615,-40.17437023809507,-36.06286190476164,-31.847094047619297,-51.53422430476175,-51.7516938666664,-46.07436973333362,-45.63749523809507,-45.99036190476164,-41.9452190476193,,,,,,,,,,,,,,,,,,,,,,,,
3246,mcl1,lig_67,1,,,,14,13.428594354285622,-24.75593975619041,-16.18150691428535,19.504423809523715,-19.26669523809517,-12.714161904761554,-39.960005645714375,-46.684439756190415,-37.66540691428535,-33.88417619047628,-41.19519523809517,-34.19806190476155,-51.91500564571437,-51.82693975619041,-45.10040691428535,-45.83917619047628,-46.33769523809517,-41.633061904761554,,,,,,,,,,,,,,,,,,,,,,,,
3247,mcl1,lig_67,1,,,,15,-12.902001047619152,33.56275393523818,-5.979085824762095,-7.497852380952466,39.73855714285726,-1.4222095238097268,-41.53990104761915,-38.822771064761824,-35.77626082476209,-36.13575238095247,-32.64696785714274,-31.21938452380973,-51.52740104761915,-51.54714606476182,-45.521885824762094,-46.12325238095247,-45.371342857142736,-40.96500952380973,,,,,,,,,,,,,,,,,,,,,,,,
3248,mcl1,lig_67,1,,,,16,-30.30650369523782,2.347443954285239,16.944785969523835,-24.467180952380684,8.567271428571068,21.91301904761908,-49.91905369523781,-38.18445604571476,-28.81903903047617,-44.07973095238068,-31.96462857142893,-23.85080595238092,-51.16530369523782,-51.98945604571476,-44.463414030476166,-45.32598095238068,-45.76962857142893,-39.49518095238092,,,,,,,,,,,,,,,,,,,,,,,,
3249,mcl1,lig_67,1,,,,17,2.6961651009525625,-11.049356647619083,-7.593809169523816,8.382809523809755,-5.772995238095255,-2.7508761904761982,-46.64738489904744,-45.04075664761909,-41.53250916952381,-40.960740476190246,-39.76439523809525,-36.6895761904762,-53.36113489904744,-50.65075664761908,-44.78250916952381,-47.67449047619024,-45.37439523809525,-39.9395761904762,,,,,,,,,,,,,,,,,,,,,,,,
3250,mcl1,lig_67,1,,,,18,-10.33618129142844,-14.64039010285699,-17.825995859047225,-4.568738095238018,-9.213942857142754,-14.213719047618682,-42.78160629142844,-38.66456510285699,-35.808220859047225,-37.01416309523802,-33.238117857142754,-32.19594404761868,-52.18598129142844,-50.21269010285699,-42.017595859047226,-46.41853809523802,-44.78624285714275,-38.40531904761868,,,,,,,,,,,,,,,,,,,,,,,,
