,ligand,replica,mbar_complex_vdw_value,mbar_complex_coul_value,mbar_complex_bonded_value,mbar_ligand_vdw_value,mbar_ligand_coul_value,ti_complex_vdw_value,ti_complex_coul_value,ti_complex_bonded_value,ti_ligand_vdw_value,ti_ligand_coul_value,boresch,mbar_complex_vdw_error,mbar_complex_coul_error,mbar_complex_bonded_error,mbar_ligand_vdw_error,mbar_ligand_coul_error,ti_complex_vdw_error,ti_complex_coul_error,ti_complex_bonded_error,ti_ligand_vdw_error,ti_ligand_coul_error
0,lig_ejm_31,1,-1.036198636346908,208.08044119167008,0.4157046527870276,-7.882629289440832,-214.2666639988135,-0.983643887316563,208.15491220212883,0.4580932038258121,-7.69866688676762,-214.26802767755117,-6.706805410035312,0.12363156517213439,0.06474985547485083,0.0020440714619430235,0.05044983833701551,0.02918329797820004,0.12849149310630734,0.061794474675251114,0.005022743230021518,0.04677415429828382,0.029786908630400365
1,lig_ejm_31,2,-4.720075289099956,209.42287497169505,0.5502836764420366,-7.875245011700499,-214.20779718030056,-4.650748757839676,209.47186215901118,0.5618344261383891,-7.645823181445085,-214.19935477542836,-6.485791200494451,0.11163603593246595,0.06846792633538816,0.0026532388146283423,0.05044322136544429,0.02825000140825888,0.11769262579800194,0.06990993258305032,0.0034317100018291732,0.04729553702582304,0.029149730682772233
2,lig_ejm_31,3,-3.375922786798986,212.14064707475714,0.636651883690284,-7.919224737712195,-214.33236899739234,-3.2808115109707647,212.16602094306685,0.6297540630878471,-7.709188435558504,-214.3184850183672,-6.628780908558194,0.11970425620880135,0.07449062289183268,0.005502527361405692,0.05012627622147301,0.029957036920539793,0.12108434096199569,0.07537939254846121,0.0060522325258422546,0.04561743108485681,0.03146134988295774
3,lig_ejm_42,1,-2.6738627636255288,194.41304686505615,0.6361006971031126,-7.791505573937064,-199.0150955001142,-3.0376936118167843,194.47722717576067,0.7185439046817405,-7.5907723559641465,-198.9933091857247,-6.534307010898358,0.11920574542020738,0.06362737825355326,0.0061704197730139965,0.05158724116600526,0.02206547911470633,0.12192328408561,0.06364925034294887,0.0087437778437349,0.046512933353659365,0.022451726247112003
4,lig_ejm_42,2,-2.575321803081778,192.1593312169867,0.6273893674947116,-7.841320406240303,-198.97115830919077,-2.523574299135928,192.21836196816525,0.6420874992686002,-7.632089050234047,-198.9489809973096,-6.573376711682767,0.12009719648850156,0.05527121259957601,0.0033247591214312366,0.054728166746417006,0.02430249944524006,0.12411253894785375,0.06401766950811014,0.004898929633158808,0.04899772900984096,0.024547915690250353
5,lig_ejm_42,3,-0.334596456639223,192.43902226402756,0.537458571862422,-7.95106470804302,-199.0435146443465,-0.23490149123784115,192.48240762001294,0.5502975032289135,-7.731538399508306,-199.02134571552085,-6.486840088535135,0.13236900669777588,0.06121740381505438,0.001998611747790044,0.052678489850804255,0.022205206232267863,0.13807466334169013,0.06414228498128574,0.0033140584517092316,0.04714646040132871,0.022736923410164856
6,lig_ejm_43,1,0.5641673114039523,179.47467430898485,0.8893631441237603,-8.061918305395142,-182.0109951401965,0.6536409230861684,179.61146206964654,0.9046135980172756,-7.858103457136082,-181.99801391557745,-6.546681921965348,0.1275931397153413,0.06668516020201978,0.007972660921062844,0.05543440131452918,0.0315238234392112,0.13339109833677448,0.06965900533500104,0.008451826076396414,0.05004567270090891,0.032778918779154995
7,lig_ejm_43,2,-4.3413693219801965,179.0636697366687,0.5550405276830278,-8.085917588818551,-181.99987005418456,-4.332182705289977,179.04551651985423,0.5768195426099918,-7.874384171113937,-181.99819857691773,-6.465716743052645,0.12434709769833197,0.0645368370038716,0.0034210252566031912,0.05474621251941612,0.028484446529926835,0.1271284805306386,0.06740155838390345,0.0047817890468571395,0.049249457639652224,0.029304073063941137
8,lig_ejm_43,3,-2.9315526940878684,179.73728528606324,0.5917050358594672,-8.114376036612034,-181.990375445673,-3.008653887795763,180.03680155288706,0.6114982727062185,-7.8863115415242,-181.98673600708528,-6.441306131431542,0.13100954161952308,0.07173637069211888,0.003354373228265759,0.05376718535178681,0.03244802553549924,0.13636020187319603,0.07820277891786043,0.00459821526559733,0.048950071515006105,0.03427948927008612
9,lig_ejm_45,1,0.3004808117952196,218.51836553442791,0.6116060654877576,-8.615674635242927,-224.3896823192831,0.20574636691605389,218.62766281509207,0.6084594241865953,-8.381787646720642,-224.34628006307972,-6.719397288366603,0.13148796442422014,0.0738394061179788,0.006144209285323797,0.05825129997412576,0.03349900237418829,0.13222575899137187,0.07397663373668663,0.006422924284789004,0.05139849621181263,0.0356468588653988
