,ligand,replica,mbar_complex_vdw_value,mbar_complex_coul_value,mbar_complex_bonded_value,mbar_ligand_vdw_value,mbar_ligand_coul_value,ti_complex_vdw_value,ti_complex_coul_value,ti_complex_bonded_value,ti_ligand_vdw_value,ti_ligand_coul_value,boresch,mbar_complex_vdw_error,mbar_complex_coul_error,mbar_complex_bonded_error,mbar_ligand_vdw_error,mbar_ligand_coul_error,ti_complex_vdw_error,ti_complex_coul_error,ti_complex_bonded_error,ti_ligand_vdw_error,ti_ligand_coul_error
56,lig_p38a_2s,3,-15.174733933135608,86.89824494252214,0.7178940546369136,-2.3279713102417663,-86.73382427818649,-14.993343058382187,86.84242664503289,0.7396001566270359,-2.08462095337426,-86.6230234764241,-6.96235814871965,0.1286963149386254,0.08188982196472148,0.005359132688941729,0.06693340365290766,0.08102536345377358,0.13688547504785262,0.08113171109000256,0.007033052731318043,0.05803894550794872,0.0894530522711824
57,lig_p38a_2t,1,-16.24909143080336,105.09532629436639,0.7918328838201774,-0.22205042869137903,-106.44191675380355,-16.43330696480159,105.17311102884783,0.8112903317427227,-0.06865341904487757,-106.40374830417592,-6.729607397859051,0.1273931784858413,0.058807889319014615,0.004509135619287873,0.0673746776273282,0.017182512982567833,0.1302534405259761,0.06253437506689281,0.006288197988101494,0.05916932364834083,0.017568511261343723
58,lig_p38a_2t,2,-20.138495505405803,105.45424286735718,0.4702557156276124,-0.2874809318491056,-106.3885574896051,-20.019986823445016,105.43167645490357,0.5098834174359563,-0.10783138498229312,-106.36764476230742,-6.58160172510887,0.12541076135302792,0.05703745255996389,0.002020384984925512,0.0677471322817995,0.016802672036214307,0.13118547190416532,0.05706151930636659,0.0036511082399487086,0.05928306537789217,0.016991956339883287
59,lig_p38a_2t,3,-17.18704508720924,106.20461417404542,0.8193230124440675,-0.20843805575077173,-106.36411039118292,-17.242817884132993,106.20284467970889,0.8227961251585012,-0.011804808501173573,-106.33428264405642,-6.977085298754055,0.12858255414343484,0.06405286660552945,0.0033743448087582228,0.06718366011000843,0.01704942410453167,0.1338211362783325,0.064311297983081,0.004694622521151034,0.058231517671961226,0.017409394078056317
60,lig_p38a_2v,1,-14.671503231837443,73.97274595537088,0.6959230975690893,-0.8539678694447468,-73.94856950050458,-14.67140502315659,74.12554284226263,0.6935843801436293,-0.7138502779856678,-73.91408711275186,-7.009261753394104,0.10731132273056279,0.0556500820099149,0.006009191445497023,0.0483549806761947,0.017503219277220525,0.11264148330675457,0.05934694485015629,0.007289599218661925,0.0451111968024149,0.017973781386955823
61,lig_p38a_2v,2,-17.60175991042152,74.89678998419704,0.8602554134123839,-0.9384878230161549,-74.05382705252573,-17.339521986191716,74.8421134474198,0.9184816196861315,-0.7438117678399351,-74.02140844481009,-7.090487584743127,0.10077239425216156,0.054488395127527955,0.006194653159269234,0.049392968526357724,0.017401303936628528,0.11035925401632653,0.059517035683649556,0.008864718176858416,0.045609124142944484,0.018467574826831847
62,lig_p38a_2v,3,-13.951148510282643,73.21240651475368,1.0363993136297076,-0.843200999477764,-73.9937961383436,-14.151494334328993,73.21461702015658,1.045031005436498,-0.6693480467678004,-73.97725243037894,-6.678480244035234,0.10955569807460579,0.05547110549983983,0.009152577475751775,0.047399247365868445,0.018182566590074927,0.11237616759983039,0.056247826354930565,0.009596267417795906,0.04419360143879032,0.018499180693726452
63,lig_p38a_2x,1,-17.983378544485227,77.22093637978975,0.6061255647268791,-0.18984823901154624,-78.00845095139852,-18.18131793595359,77.15764253305053,0.710425966966138,-0.020368425436340924,-77.9767260356254,-7.011230162563683,0.12016760347790938,0.06706504602673335,0.009186819364429395,0.05695818396564501,0.026000391415477258,0.1250558460614361,0.06688530335795782,0.014154919427146086,0.053695895469212024,0.026878482475049863
64,lig_p38a_2x,2,-18.378630146825877,78.3913661685221,0.6363535591157664,-0.18650154644132705,-78.00528708081886,-18.23609672634989,78.30458560280778,0.6615819649446025,0.002739587696825952,-77.9603116801102,-6.994669215594734,0.11222189490263239,0.06652739235393013,0.002110821168886173,0.05542488683157065,0.024701566975889475,0.11784920280037356,0.06804106561219837,0.00515632429166891,0.04889388406540994,0.025236413158748194
65,lig_p38a_2x,3,-19.041753797706924,78.39530081098972,0.7837051041252608,-0.16696302831104254,-77.99664890358034,-19.047650785984935,78.39448772932641,0.7819601513568684,-0.020900973335175887,-77.94515916686899,-7.094506212915751,0.10908521752189586,0.058695343805878646,0.005126768377979803,0.057861205367686276,0.027515005357455262,0.1131130591496273,0.062242448666389345,0.006064537887195269,0.05654310504211167,0.02812879090861872
66,lig_p38a_2y,1,-17.960757581549288,23.832048799531226,0.7023733883803683,-0.654081756321513,-25.41802284615275,-17.676652410834407,23.845335473688873,0.7163184435810017,-0.44787679149791276,-25.37051540555776,-7.001814639602212,0.11795408959538452,0.07004033285280796,0.003461519353944953,0.05652426014763965,0.06390567420971512,0.12435611942250446,0.06148437428756767,0.005049871845739069,0.049465224845465394,0.07385483402564408
67,lig_p38a_2y,2,-17.264686141426534,23.71347466076949,0.5833270544593084,-0.6429394782357217,-25.546376305029877,-17.175131914638044,23.742495199049113,0.6050091580681453,-0.48024429977580746,-25.497842384910523,-6.6798011962838375,0.12048974973684598,0.07622705490163625,0.004576714820910979,0.05941484744960015,0.06581928540948613,0.1236075865122684,0.06614332755602213,0.005581246765216904,0.05194662921591548,0.07138205961820945
68,lig_p38a_2y,3,-18.23361316751948,26.16040067136708,0.46921416592621146,-0.8232181317158095,-25.707592816945105,-18.22619115646102,26.295691673417686,0.5094787141950122,-0.5807307652219778,-25.63410504769738,-7.0541867425128935,0.11335388490104742,0.07573715615250069,0.0017858351501912862,0.05736180907015905,0.04280303289758929,0.12077283116926467,0.0819972964796966,0.004731341210974825,0.05043085418531642,0.05860566965939509
69,lig_p38a_2z,1,-12.139447176785945,68.55090835805807,0.7789020760427892,-3.9682747196322543,-68.98956542376426,-12.067651471810368,68.89229476392416,0.8141658754819372,-3.791281481105374,-69.2509249140692,-6.945251951083474,0.11470546211145032,0.07049402028555748,0.0045625302610901525,0.058888640796215114,0.03887310006185215,0.12000152749068742,0.07398873571693912,0.0064252372117456335,0.052586350753222724,0.055253255225193365
