,ligand,MBAR,MBAR_sem,MBAR_uncertainty_propagation,MBAR_num_replicas,TI,TI_sem,TI_uncertainty_propagation,TI_num_replicas
0,lig_20667_2qbp,-20.567613948687214,0.5775218329247057,0.18057968025292276,3,-20.528754566956085,0.5753252930546275,0.1753990463504943,3
1,lig_20669_2qbr,-27.43722696178671,1.634364337733116,0.15813726457400024,3,-26.779643447760463,1.7428109340424567,0.1523621764220862,3
2,lig_20670_2qbs,-24.050930366297166,0.3740394176378725,0.15927513655988373,3,-23.686694835370904,0.6510567978845156,0.15131220588299132,3
3,lig_23466,-21.332057510188164,2.796861759625409,0.1576492782554717,3,-21.14359396483015,2.7701091890683402,0.1473588249848316,3
4,lig_23467,-19.30541198538768,2.6827981490827946,0.15435466333344128,3,-18.740480165231755,2.589494351255424,0.15471909894566374,3
5,lig_23468,-22.324727488347467,1.1483621756563054,0.16347757280515066,3,-21.75166677148923,1.3651369231870982,0.15968516964246476,3
6,lig_23469,-19.714463999453454,1.6981553717180071,0.16992749517433464,3,-19.615418781750968,1.9216585016390026,0.16736189219818867,3
7,lig_23470,-19.462431534935558,0.9413468833650956,0.17587094529107838,3,-19.398410908959722,0.7316329974821271,0.17086490812710972,3
8,lig_23471,-20.40538173391995,2.86677714851326,0.15963578644584545,3,-20.21399463596633,2.9420891105651927,0.1525745887560975,3
9,lig_23472,-25.563860523548925,4.135231972899168,0.15505353012505935,3,-25.382184383105923,3.9065498619797228,0.15497893223432557,3
10,lig_23473,-21.959462620519172,2.101073225319742,0.1590031160739858,3,-21.692340337403092,2.110701444710525,0.15684387480255943,3
11,lig_23474,-22.69310950436099,1.2009172365078495,0.15531006880504014,3,-22.34438533082771,1.2962229619011714,0.1501785282912065,3
12,lig_23475,-25.929218552384786,2.6671712046087874,0.15363876641563978,3,-25.20702873656533,2.370270607634503,0.1493754135946667,3
13,lig_23476,-26.920344710441693,1.0574732555076718,0.15902540972279702,3,-26.403373410385598,1.0614589389819058,0.16114132514161617,3
14,lig_23477,-21.483297264927796,2.125958951707511,0.1614083754322133,3,-21.21742997466353,2.0446506891821583,0.15592104895117334,3
15,lig_23479,-26.613050697285427,2.6891129632521737,0.16177547269312234,3,-26.22920004056537,2.5750485918798387,0.15733919368933327,3
16,lig_23480,-21.608381859182742,1.237460919239117,0.16016128852996345,3,-21.40226246063725,1.2568733047382095,0.15561481491878254,3
17,lig_23482,-25.447772213970907,2.223109589524967,0.17761641668571004,3,-24.688178851867562,2.168427272235057,0.17905691133358648,3
18,lig_23483,-25.82905961301186,2.938848509597691,0.17074223782541584,3,-25.172511205908275,2.9580699743656806,0.16808731455876544,3
19,lig_23484,-24.526831299815658,2.2731917428013264,0.16782399450831215,3,-23.671994601703556,1.9660889949626692,0.15890933940461455,3
20,lig_23485,-21.753768670168355,1.0377820357442487,0.1798267689431046,3,-21.630134674925216,1.1183470498299677,0.17716241736752505,3
21,lig_23486,-27.198415712402067,1.1964804153137831,0.18865130795865379,3,-26.779198598237866,0.9395930617281504,0.17915629486779722,3
