name,dg_c2_pb_mean,dg_c2_gb_mean,dg_ie_pb_mean,dg_ie_gb_mean,dg_qh_pb_mean,dg_qh_gb_mean,dg_en_pb_mean,dg_en_gb_mean,c2_pb_mean,c2_gb_mean,ie_pb_mean,ie_gb_mean,qh_mean,dg_c2_pb_sem,dg_c2_gb_sem,dg_ie_pb_sem,dg_ie_gb_sem,dg_qh_pb_sem,dg_qh_gb_sem,dg_en_pb_sem,dg_en_gb_sem,c2_pb_sem,c2_gb_sem,ie_pb_sem,ie_gb_sem,qh_sem,num_replicas,total_samples
4g,-16.92506023809528,-27.25589063003179,-22.398908154761948,-32.72973854669846,,,-26.312085238095282,-36.64291563003179,9.387025,9.387025,3.9131770833333333,3.9131770833333333,,0.5222639799452238,0.47124404068398557,0.37422157688375923,0.2911535205323907,,,0.19250052354851782,0.12637687323710292,0.4292535469097541,0.4292535469097541,0.2370750325085812,0.2370750325085812,,3,60
4h,-16.06802412698411,-27.386303546793634,-22.288205793650775,-33.6064852134603,,,-26.248914126984108,-37.56719354679364,10.18089,10.18089,3.9607083333333337,3.9607083333333337,,1.0659458758085545,1.009000554997279,0.44292095006212895,0.38440449661036724,,,0.3102528523332216,0.24562946205555758,0.8591248140009711,0.8591248140009711,0.2174563561532522,0.2174563561532522,,3,60
4i,-16.999122619047576,-27.46708516444441,-22.79335303571424,-33.26131558111108,,,-26.856675952380908,-37.32463849777774,9.857553333333334,9.857553333333334,4.0633229166666665,4.0633229166666665,,0.6462797938979187,0.6086440252580745,0.41803020185947704,0.37300799387246153,,,0.2643139228413487,0.2160421335717901,0.5208083937195503,0.5208083937195503,0.24507054217449112,0.24507054217449112,,3,60
4j,-18.27786103174604,-29.914490169587314,-23.158278948412704,-34.794908086253976,,,-26.70828936507937,-38.34491850292065,8.430428333333333,8.430428333333333,3.550010416666667,3.550010416666667,,0.406684061735399,0.40422623293503845,0.25062616123380743,0.19925188987309939,,,0.2048848405480463,0.11585335467930437,0.3643965870607665,0.3643965870607665,0.16079168562479668,0.16079168562479668,,3,60
4k,-18.558559761904764,-29.679459850793656,-23.863535595238098,-34.98443568412699,,,-27.5525980952381,-38.67349818412699,8.994038333333332,8.994038333333332,3.6890625,3.6890625,,0.3725915907174165,0.35021935450329883,0.26081370522492214,0.21494583777233756,,,0.17029029310937369,0.12058656817004468,0.32048729865532566,0.32048729865532566,0.17494773009995218,0.17494773009995218,,3,60
4l,-17.90388071428571,-29.632577888634913,-23.829433630952376,-35.55813080530159,,,-27.86011071428571,-39.58880788863492,9.95623,9.95623,4.030677083333333,4.030677083333333,,0.4674945684970071,0.49070724299348556,0.3173179666579054,0.2346704633709124,,,0.22907686106023104,0.1253293025681993,0.4241485485522532,0.4241485485522532,0.16940996463203814,0.16940996463203814,,3,60
4m,-18.736186746031745,-26.72643585238095,-23.41440799603174,-31.40465710238095,,,-26.652293412698405,-34.642542519047616,7.916106666666667,7.916106666666667,3.2378854166666664,3.2378854166666664,,0.36728897947516376,0.40421239532073844,0.22927466399901217,0.2654336521323033,,,0.13740024168737197,0.16732890075387288,0.3607501178912749,0.3607501178912749,0.1658561547131943,0.1658561547131943,,3,60
4n,-18.641341111111107,-27.916783298476187,-24.915413194444444,-34.19085538180953,,,-28.75586111111111,-38.031303298476196,10.11452,10.11452,3.8404479166666667,3.8404479166666667,,0.8021765908783084,0.7997793524916801,0.29556881274890523,0.2894527104636687,,,0.19726584982832043,0.17200307081360733,0.7239447597102034,0.7239447597102034,0.22278141130628465,0.22278141130628465,,3,60
4q,-14.774031031746022,-23.90483675333334,-19.492972698412686,-28.623778420000008,,,-22.917222698412687,-32.04802842000001,8.143191666666667,8.143191666666667,3.4242500000000002,3.4242500000000002,,0.41993760285861553,0.41231637630632617,0.2476519021495076,0.23390626346270818,,,0.15318605834161542,0.13532733294937757,0.3882863944859397,0.3882863944859397,0.1823296706551091,0.1823296706551091,,3,60
4r,-19.459035714285736,-31.417968634095256,-25.565571964285734,-37.52450488409526,,,-29.217957380952402,-41.176890300761926,9.758921666666668,9.758921666666668,3.6523854166666667,3.6523854166666667,,0.8549133004623001,0.8816502711750814,0.2988182470892698,0.31432160430195005,,,0.127188223498162,0.12420284123732968,0.8105063928064842,0.8105063928064842,0.2543272950154247,0.2543272950154247,,3,60
